chr	start	end	peak.annotation	target.genes
11	182125	183227	TSS	ostta11g00950
11	187090	187657	TSS	ostta11g00970
11	189557	191235	gene.body	ostta11g00985
11	195181	196110	TSS	ostta11g01020
11	196943	197432	TSS	ostta11g01030
11	202439	202641	TSS	ostta11g01050
11	203705	203934	TSS	ostta11g01060
11	205835	207559	TSS	ostta11g01080
11	208451	209021	TSS	ostta11g01090
11	210017	211053	TSS	ostta11g01110
11	219242	219443	internal.gene.body	ostta11g01150
11	221678	222059	TSS	ostta11g01160
11	222710	223099	internal.gene.body	ostta11g01170
11	225061	225309	TSS	ostta11g01180
11	228349	228825	internal.gene.body	ostta11g01210
11	241207	241499	TSS	ostta11g01250
11	244673	245064	TSS	ostta11g01270
11	245396	245980	TSS	ostta11g01275
11	246437	246763	internal.gene.body	ostta11g01280
11	247206	247717	TSS	ostta11g01290
11	252392	252769	TSS	ostta11g01300
11	253090	253435	TSS	ostta11g01310
11	255105	255474	TSS	ostta11g01320
11	256897	257207	TSS	ostta11g01325
11	260506	261025	TSS	ostta11g01350
11	261564	261936	TSS	ostta11g01360
11	264574	265012	TSS	ostta11g01370
11	265363	265648	internal.gene.body	ostta11g01380
11	268407	269043	gene.body	ostta11g01390
11	270848	271201	TSS	ostta11g01400
11	272407	273200	TSS	ostta11g01420
11	273848	274790	TSS	ostta11g01430
11	277660	278066	internal.gene.body	ostta11g01450
11	279463	279989	TSS	ostta11g01455
11	281800	282127	internal.gene.body	ostta11g01460
11	282851	283078	internal.gene.body	ostta11g01470
11	284135	284448	TSS	ostta11g01480
11	285946	286231	internal.gene.body	ostta11g01490
11	287739	287948	internal.gene.body	ostta11g01510
11	288457	288870	TSS	ostta11g01520
11	289472	289566	internal.gene.body	ostta11g01530
11	296544	296923	TSS	ostta11g01570
11	297700	298108	internal.gene.body	ostta11g01580
11	303901	304717	TSS	ostta11g01600
11	312343	313187	TSS	ostta11g01640
11	314074	314505	gene.body	ostta11g01650
11	317581	317956	internal.gene.body	ostta11g01680
11	320115	320740	TSS	ostta11g01700
11	321914	322254	internal.gene.body	ostta11g01710
11	327727	328776	TSS	ostta11g01740
11	333686	334009	internal.gene.body	ostta11g01770
11	344617	345111	TSS	ostta11g01820
11	353547	353767	TSS	ostta11g01840
11	355761	356108	internal.gene.body	ostta11g01860
11	356502	356878	internal.gene.body	ostta11g01870
11	357732	360397	gene.body	ostta11g01890,ostta11g01895
11	360971	361325	TSS	ostta11g01910
11	365852	366735	TSS	ostta11g01920
11	369022	369257	internal.gene.body	ostta11g01940
11	371524	372040	TSS	ostta11g01960
11	375647	376022	TSS	ostta11g01990
11	380150	380495	internal.gene.body	ostta11g02010
11	380821	381054	internal.gene.body	ostta11g02020
11	382846	383053	internal.gene.body	ostta11g02030
11	386394	387085	TSS	ostta11g02050
11	388648	389033	TSS	ostta11g02060
11	390020	392083	gene.body	ostta11g02080
11	394809	395325	TSS	ostta11g02095
11	396804	397145	internal.gene.body	ostta11g02100
11	400245	401245	TSS	ostta11g02120
11	405243	405581	TSS	ostta11g02150
11	406054	407066	TSS	ostta11g02170
11	407590	408483	TSS	ostta11g02190
11	409873	410609	TSS	ostta11g02210
11	411900	412686	TSS	ostta11g02230
11	414305	414559	internal.gene.body	ostta11g02240
11	417529	418424	TSS	ostta11g02270
11	421958	423560	gene.body	ostta11g02290
11	426597	427488	TSS	ostta11g02320
11	430754	431664	TSS	ostta11g02340
11	434931	436179	TSS	ostta11g02360
11	437838	440099	gene.body	ostta11g02380
11	440621	440821	internal.gene.body	ostta11g02410
11	443496	443835	TSS	ostta11g02440
11	449371	449653	TSS	ostta11g02460
11	450056	450295	internal.gene.body	ostta11g02470
11	452931	453237	internal.gene.body	ostta11g02480
11	455414	456195	gene.body	ostta11g02500
11	456926	457160	internal.gene.body	ostta11g02505
11	458556	458897	TSS	ostta11g02510
11	459672	459945	TSS	ostta11g02520
11	461291	461677	TSS	ostta11g02530
11	464525	464785	internal.gene.body	ostta11g02550
11	466708	467184	internal.gene.body	ostta11g02560
11	468368	469155	internal.gene.body	ostta11g02575
11	470232	470566	internal.gene.body	ostta11g02580
11	471072	472399	TSS	ostta11g02600
11	472955	474959	gene.body	ostta11g02620
11	475447	475904	internal.gene.body	ostta11g02640
11	477718	478115	TSS	ostta11g02650
11	479444	479729	TSS	ostta11g02660
11	482026	482362	TSS	ostta11g02680
11	485458	485784	internal.gene.body	ostta11g02700
11	497030	497314	internal.gene.body	ostta11g02780
11	499143	499496	TSS	ostta11g02790
11	500703	501095	TSS	ostta11g02800
11	501588	502079	internal.gene.body	ostta11g02810
11	502497	502786	TSS	ostta11g02820
11	504551	505968	TSS	ostta11g02850
11	507436	510008	gene.body	ostta11g02870
11	514297	515798	TSS	ostta11g02920
11	517346	517655	internal.gene.body	ostta11g02940
11	518658	519111	internal.gene.body	ostta11g02960
11	522551	522936	TSS	ostta11g02970
11	523258	523494	internal.gene.body	ostta11g02980
11	528407	528657	internal.gene.body	ostta11g02990
11	529669	529912	TSS	ostta11g03000
11	531114	531884	TSS	ostta11g03020
11	533859	534100	internal.gene.body	ostta11g03030
11	535728	536507	gene.body	ostta11g03040
11	536831	537228	TSS	ostta11g03050
11	550767	551134	TSS	ostta11g03070
11	551796	552041	TSS	ostta11g03080
11	553386	554145	TSS	ostta11g03100
11	555155	555457	internal.gene.body	ostta11g03110
11	556274	556472	internal.gene.body	ostta11g03120
11	558054	558986	gene.body	ostta11g03140
11	559654	559866	internal.gene.body	ostta11g03150
11	562034	562326	internal.gene.body	ostta11g03160
11	564182	565112	TSS	ostta11g03180
11	565516	565849	TSS	ostta11g03190
11	567554	567773	internal.gene.body	ostta11g03200
11	570860	571158	internal.gene.body	ostta11g03210
11	574647	574999	internal.gene.body	ostta11g03230
11	579594	579888	TSS	ostta11g03240
11	583651	584393	TSS	ostta11g03270
11	586816	587070	internal.gene.body	ostta11g03280
11	587488	587721	internal.gene.body	ostta11g03290
11	590568	590964	TSS	ostta11g03300
12	1342	2341	TSS	ostta12g00020
12	2850	4137	TSS	ostta12g00040
12	11250	12004	TSS	ostta12g00080
12	13266	13597	TSS	ostta12g00090
12	14382	14854	internal.gene.body	ostta12g00100
12	16200	16446	TSS	ostta12g00110
12	21764	22227	TSS	ostta12g00150
12	28277	28941	TSS	ostta12g00190
12	30894	31217	TSS	ostta12g00200
12	35118	35550	TSS	ostta12g00220
12	37310	38423	TSS	ostta12g00250
12	40562	41254	TSS	ostta12g00260
12	41908	42437	TSS	ostta12g00270
12	43739	44479	TSS	ostta12g00290
12	46592	46898	TSS	ostta12g00300
12	47325	47560	internal.gene.body	ostta12g00310
12	49830	51653	gene.body	ostta12g00330
12	53899	54312	TSS	ostta12g00350
12	55246	55519	internal.gene.body	ostta12g00360
12	56048	56358	TSS	ostta12g00370
12	59653	60343	TSS	ostta12g00390
12	62358	63121	TSS	ostta12g00410
12	64681	64940	internal.gene.body	ostta12g00420
12	68111	69473	TSS	ostta12g00450
12	70305	70927	TSS	ostta12g00460
12	74069	74376	TSS	ostta12g00480
12	75090	75398	TSS	ostta12g00490
12	76627	77188	TSS	ostta12g00510
12	78014	79507	TSS	ostta12g00520
12	82165	82404	internal.gene.body	ostta12g00530
12	83587	83951	TSS	ostta12g00540
12	84271	85885	TSS	ostta12g00560
12	89615	89915	internal.gene.body	ostta12g00570
12	90383	90774	internal.gene.body	ostta12g00580
12	92292	92624	TSS	ostta12g00590
12	93453	94152	TSS	ostta12g00610
12	95894	96655	TSS	ostta12g00630
12	99002	99273	TSS	ostta12g00640
12	101741	102103	TSS	ostta12g00650
12	105155	105447	internal.gene.body	ostta12g00670
12	117741	117999	internal.gene.body	ostta12g00780
12	121385	121688	TES	ostta12g00780
12	122584	122955	TSS	ostta12g00790
12	125343	125676	internal.gene.body	ostta12g00800
12	129654	129978	TSS	ostta12g00820
12	133467	134216	TSS	ostta12g00850
12	140816	141306	TSS	ostta12g00880
12	141834	142270	TSS	ostta12g00890
12	142899	143286	TSS	ostta12g00900
12	144549	145032	TSS	ostta12g00910
12	149310	149784	gene.body	ostta12g00920
12	152439	153023	TSS	ostta12g00930
12	154972	155339	TSS	ostta12g00950
12	157605	159087	gene.body	ostta12g00970
12	161951	163183	TSS	ostta12g01010
12	163667	163884	internal.gene.body	ostta12g01020
12	166444	166948	TSS	ostta12g01030
12	167533	167842	TSS	ostta12g01040
12	168208	168491	internal.gene.body	ostta12g01050
12	176285	176513	internal.gene.body	ostta12g01070
12	176881	177700	TSS	ostta12g01080
12	178718	178923	TSS	ostta12g01090
12	180632	180857	intergenic	
12	181671	181931	TSS	ostta12g01110
12	182245	182651	TSS	ostta12g01120
12	184783	185273	TSS	ostta12g01130
12	186654	187041	TSS	ostta12g01140
12	187827	188134	internal.gene.body	ostta12g01160
12	188562	188922	internal.gene.body	ostta12g01170
12	190144	190448	TES	ostta12g01180
12	191302	192227	TSS	ostta12g01200
12	194854	195187	TSS	ostta12g01220
12	198695	199786	TSS	ostta12g01240
12	200083	200349	internal.gene.body	ostta12g01250
12	204784	205538	TSS	ostta12g01270
12	211621	212430	TSS	ostta12g01280
12	212735	213123	TSS	ostta12g01290
12	216349	217552	TSS	ostta12g01320
12	218722	219076	internal.gene.body	ostta12g01330
12	221225	221934	TSS	ostta12g01360
12	226637	227265	TSS	ostta12g01390
12	228539	229017	internal.gene.body	ostta12g01400
12	229551	229995	TSS	ostta12g01410
12	233008	233427	TSS	ostta12g01440
12	234058	234823	gene.body	ostta12g01450
12	239097	239459	intergenic	
12	240245	240563	TSS	ostta12g01480
12	241554	242270	TSS	ostta12g01490
12	249135	250228	TSS	ostta12g01550
12	251235	252107	TSS	ostta12g01570
12	254430	255217	TSS	ostta12g01590
12	256166	256419	TSS	ostta12g01600
12	256769	256988	internal.gene.body	ostta12g01610
12	257814	258483	TSS	ostta12g01630
12	260976	261329	internal.gene.body	ostta12g01640
12	263625	264580	TSS	ostta12g01660
12	266018	266328	internal.gene.body	ostta12g01670
12	267120	267974	TSS	ostta12g01680
12	270072	271057	TSS	ostta12g01710
12	276068	277105	TSS	ostta12g01740
12	278453	280736	gene.body	ostta12g01760
12	281607	281983	TSS	ostta12g01770
12	284399	284717	TSS	ostta12g01790
12	286336	286904	TSS	ostta12g01810
12	293446	293695	TSS	ostta12g01840
12	294212	294411	internal.gene.body	ostta12g01840
12	298651	300123	gene.body	ostta12g01860
12	302807	303179	TSS	ostta12g01890
12	305048	306826	gene.body	ostta12g01910
12	309135	309542	TES	ostta12g01920
12	310129	311509	TSS	ostta12g01940
12	312961	313602	TSS	ostta12g01950
12	325521	325744	TSS	ostta12g01965
12	334946	335345	TSS	ostta12g01970
12	335861	336586	gene.body	ostta12g01990
12	337459	337762	TSS	ostta12g02000
12	339492	340280	gene.body	ostta12g02020
12	343068	343489	internal.gene.body	ostta12g02040
12	345270	345628	internal.gene.body	ostta12g02060
12	345952	346340	TSS	ostta12g02065
12	350745	351102	TSS	ostta12g02080
12	351716	352078	internal.gene.body	ostta12g02090
12	353047	353997	TSS	ostta12g02110
12	357434	359821	gene.body	ostta12g02130
12	366070	366768	TSS	ostta12g02170
12	367938	368532	TSS	ostta12g02180
12	368842	370687	gene.body	ostta12g02190
12	371413	371804	TSS	ostta12g02210
12	372474	373016	TSS	ostta12g02220
12	373345	373589	internal.gene.body	ostta12g02230
12	375194	376729	TSS	ostta12g02250
12	379396	381049	gene.body	ostta12g02260,ostta12g02270
12	386169	386474	TSS	ostta12g02300
12	386876	387346	TSS	ostta12g02310
12	389679	390417	TSS	ostta12g02330
12	390938	391827	TSS	ostta12g02340
12	392335	392679	gene.body	ostta12g02350
12	395825	396699	TSS	ostta12g02370
12	399964	400340	TSS	ostta12g02390
12	402788	403165	internal.gene.body	ostta12g02400
12	403553	404454	TSS	ostta12g02420
12	408449	409629	TSS	ostta12g02450
12	410787	411116	TSS	ostta12g02460
12	416648	417500	TSS	ostta12g02485
12	417797	418097	internal.gene.body	ostta12g02500
12	420283	420631	internal.gene.body	ostta12g02510
12	425729	427051	TSS	ostta12g02540
12	428589	429128	TSS	ostta12g02550
12	432713	433095	TSS	ostta12g02580
12	436051	437225	TSS	ostta12g02610
12	439009	439370	TSS	ostta12g02620
12	439683	440085	internal.gene.body	ostta12g02630
12	441040	441456	TSS	ostta12g02640
12	447055	447256	internal.gene.body	ostta12g02660
12	448092	448545	TSS	ostta12g02665
12	450308	450714	internal.gene.body	ostta12g02670
12	451181	452672	TSS	ostta12g02690
12	455382	455747	TSS	ostta12g02710
12	456507	456855	internal.gene.body	ostta12g02720
12	458074	458485	TSS	ostta12g02730
12	460388	460949	internal.gene.body	ostta12g02750
12	461098	461676	TSS	ostta12g02760
12	462369	463495	gene.body	ostta12g02770
12	466638	467043	TSS	ostta12g02800
12	468942	469166	TSS	ostta12g02810
12	480288	481001	TSS	ostta12g02860,ostta12g02870
12	482912	483124	internal.gene.body	ostta12g02890
12	486274	487051	TSS	ostta12g02900
12	488719	489380	TSS	ostta12g02920
12	490040	490905	gene.body	ostta12g02940
12	491552	491810	TSS	ostta12g02950
12	495692	496054	TSS	ostta12g02960
12	496437	496748	TSS	ostta12g02970
12	498136	498356	TSS	ostta12g02980
12	499184	499795	TSS	ostta12g02990
12	503676	504944	TSS	ostta12g03010
12	507961	508338	internal.gene.body	ostta12g03040
12	513958	514207	TSS	ostta12g03060
12	516952	517853	TSS	ostta12g03080
12	522137	522458	TSS	ostta12g03120
12	523881	524275	internal.gene.body	ostta12g03120
12	524757	525007	internal.gene.body	ostta12g03130
12	528162	528413	intergenic	
12	528903	530024	TSS	ostta12g03150
12	531778	532481	TSS	ostta12g03160
12	539297	539881	TSS	ostta12g03200
13	1328	2490	TSS	ostta13g00030
13	6042	6244	internal.gene.body	ostta13g00040
13	6650	6911	internal.gene.body	ostta13g00050
13	8707	9290	internal.gene.body	ostta13g00060
13	9819	11324	gene.body	ostta13g00070
13	13518	14301	TSS	ostta13g00100
13	16435	17855	TSS	ostta13g00120
13	22828	23416	TSS	ostta13g00130
13	24760	25677	TSS	ostta13g00150
13	29591	29953	TSS	ostta13g00160
13	31173	32274	TSS	ostta13g00190
13	33080	33890	TSS	ostta13g00210
13	35857	36064	internal.gene.body	ostta13g00220
13	36535	38394	TSS	ostta13g00230
13	38752	39145	TSS	ostta13g00250
13	42901	43242	internal.gene.body	ostta13g00260
13	43704	44162	TSS	ostta13g00270
13	46640	47200	TES	ostta13g00270
13	47654	48109	TSS	ostta13g00290
13	54225	54722	intergenic	
13	55407	56007	TSS	ostta13g00340
13	58284	58611	TSS	ostta13g00350
13	59111	59326	internal.gene.body	ostta13g00360
13	62510	63829	gene.body	ostta13g00380
13	66763	67249	TSS	ostta13g00400
13	73692	74064	TSS	ostta13g00420
13	74467	74862	internal.gene.body	ostta13g00430
13	77196	77486	TSS	ostta13g00440
13	77853	78150	internal.gene.body	ostta13g00450
13	79972	80529	internal.gene.body	ostta13g00460
13	81219	82337	TSS	ostta13g00470
13	86128	86537	internal.gene.body	ostta13g00480
13	89478	90279	TSS	ostta13g00510
13	92031	92452	internal.gene.body	ostta13g00520
13	92931	93366	internal.gene.body	ostta13g00530
13	94721	95701	TSS	ostta13g00550
13	97646	98698	TSS	ostta13g00570
13	100451	101063	TSS	ostta13g00590
13	102307	102765	TSS	ostta13g00610
13	105832	106171	TSS	ostta13g00620
13	108052	109234	TSS	ostta13g00640
13	111803	112151	internal.gene.body	ostta13g00650
13	112650	113100	internal.gene.body	ostta13g00660
13	115417	115982	TSS	ostta13g00670
13	116425	117703	TSS	ostta13g00690
13	119719	119923	TSS	ostta13g00700
13	121354	121721	TSS	ostta13g00720
13	122379	122749	internal.gene.body	ostta13g00730
13	123909	124645	internal.gene.body	ostta13g00740
13	124918	125208	TSS	ostta13g00750
13	125861	126850	TSS	ostta13g00770
13	136268	136822	TSS	ostta13g00820
13	141005	141323	internal.gene.body	ostta13g00830
13	141779	142209	internal.gene.body	ostta13g00840
13	142834	143222	internal.gene.body	ostta13g00850
13	146943	147585	intergenic	
13	148954	149660	TSS	ostta13g00880
13	149956	150569	TSS	ostta13g00885
13	152765	153373	TSS	ostta13g00900
13	155052	155270	TSS	ostta13g00910
13	155578	155997	internal.gene.body	ostta13g00920
13	158816	159154	TSS	ostta13g00930
13	160106	160611	TSS	ostta13g00940
13	161485	161921	internal.gene.body	ostta13g00950
13	163881	164152	TSS	ostta13g00960
13	165032	165584	TSS	ostta13g00970
13	167259	168272	TSS	ostta13g00990
13	169819	170120	TSS	ostta13g01000
13	170436	170682	internal.gene.body	ostta13g01010
13	172352	172772	TSS	ostta13g01020
13	175252	175753	TSS	ostta13g01030
13	178889	179297	internal.gene.body	ostta13g01050
13	179611	179845	internal.gene.body	ostta13g01060
13	182110	182850	TSS	ostta13g01080
13	185334	186137	TSS	ostta13g01100
13	187287	187496	internal.gene.body	ostta13g01110
13	190486	190730	TSS	ostta13g01125
13	192968	193203	TSS	ostta13g01140
13	195153	195392	internal.gene.body	ostta13g01150
13	195691	196048	TSS	ostta13g01150
13	196347	196689	internal.gene.body	ostta13g01160
13	198797	199114	TSS	ostta13g01170
13	199513	199853	TSS	ostta13g01180
13	202114	202367	internal.gene.body	ostta13g01190
13	202777	203162	TSS	ostta13g01200
13	208290	209139	TSS	ostta13g01230
13	213024	214214	gene.body	ostta13g01250
13	215645	216044	intergenic	
13	216638	216966	TSS	ostta13g01260
13	220278	221198	TSS	ostta13g01280
13	221905	222161	internal.gene.body	ostta13g01290
13	222849	223286	TSS	ostta13g01300
13	223952	224250	internal.gene.body	ostta13g01310
13	225068	225813	TSS	ostta13g01330
13	226676	227013	TSS	ostta13g01335
13	233656	234079	TSS	ostta13g01350
13	237010	237342	TSS	ostta13g01370
13	238178	238746	TSS	ostta13g01375
13	239452	239770	TSS	ostta13g01380
13	242566	243262	TSS	ostta13g01400
13	244051	244192	internal.gene.body	ostta13g01410
13	245756	246737	TSS	ostta13g01430
13	247119	247629	TSS	ostta13g01440
13	248711	249036	internal.gene.body	ostta13g01450
13	255407	255919	TSS	ostta13g01470
13	261026	262132	TSS	ostta13g01520
13	265249	266056	TSS	ostta13g01540
13	268361	268565	TSS	ostta13g01550
13	268981	269232	TSS	ostta13g01560
13	270161	270369	TSS	ostta13g01570
13	273064	273374	internal.gene.body	ostta13g01580
13	275267	275678	TSS	ostta13g01600
13	278933	280004	gene.body	ostta13g01620
13	282649	282937	TSS	ostta13g01640
13	283251	283586	TSS	ostta13g01650
13	290203	291086	TSS	ostta13g01680
13	293697	294727	TSS	ostta13g01700
13	295748	296833	TSS	ostta13g01720
13	298554	299481	TSS	ostta13g01740
13	300193	300644	TSS	ostta13g01750
13	309286	309764	TSS	ostta13g01800
13	310867	311222	TSS	ostta13g01810
13	313253	314155	TSS	ostta13g01815
13	314586	314828	TSS	ostta13g01820
13	317223	318069	TSS	ostta13g01840
13	320089	320439	internal.gene.body	ostta13g01850
13	321066	322114	TSS	ostta13g01870
13	323949	324340	internal.gene.body	ostta13g01880
13	326699	326954	internal.gene.body	ostta13g01890
13	329674	329861	internal.gene.body	ostta13g01905
13	330922	331204	internal.gene.body	ostta13g01910
13	334051	334799	TSS	ostta13g01940
13	336610	336970	TSS	ostta13g01950
13	340010	340511	TSS	ostta13g01990
13	344215	344675	TSS	ostta13g02020
13	347516	348545	TSS	ostta13g02040
13	353011	353814	TSS	ostta13g02070
13	355490	356081	TSS	ostta13g02090
13	360505	360841	TSS	ostta13g02110
13	362721	363102	internal.gene.body	ostta13g02120
13	364544	364799	TSS	ostta13g02130
13	371916	373143	TSS	ostta13g02150
13	373648	374074	TSS	ostta13g02160
13	374941	375247	internal.gene.body	ostta13g02165
13	377045	377731	internal.gene.body	ostta13g02170
13	378237	378978	TSS	ostta13g02190
13	381710	382616	TSS	ostta13g02220
13	386283	386576	TSS	ostta13g02240
13	387060	388542	TSS	ostta13g02260
13	391584	392089	TSS	ostta13g02270
13	397247	398849	gene.body	ostta13g02310
13	402043	402383	TSS	ostta13g02340
13	404428	404685	internal.gene.body	ostta13g02350
13	405520	405826	TSS	ostta13g02360
13	407201	407636	TSS	ostta13g02370
13	407973	409135	TSS	ostta13g02380
13	411629	412174	TSS	ostta13g02390
13	414965	415309	internal.gene.body	ostta13g02400
13	416726	417129	TSS	ostta13g02410
13	417793	418046	internal.gene.body	ostta13g02420
13	419598	419943	TSS	ostta13g02430
13	420577	420989	intergenic	
13	423906	424202	TSS	ostta13g02450
13	424992	425259	internal.gene.body	ostta13g02460
13	426539	426832	TES	ostta13g02470
13	428667	429204	TSS	ostta13g02480
13	429501	429806	internal.gene.body	ostta13g02490
13	434524	434906	internal.gene.body	ostta13g02510
13	435214	435489	internal.gene.body	ostta13g02520
13	438310	438525	internal.gene.body	ostta13g02540
13	438901	439648	TES	ostta13g02550
13	443048	443385	TSS	ostta13g02560
13	449763	450161	internal.gene.body	ostta13g02590
13	450452	450813	internal.gene.body	ostta13g02600
13	454267	454804	TSS	ostta13g02620
13	458918	459265	internal.gene.body	ostta13g02630
13	469615	470660	TSS	ostta13g02680
13	472629	473698	TSS	ostta13g02700
13	476980	477312	internal.gene.body	ostta13g02710
13	477739	478070	TSS	ostta13g02720
13	484263	484521	internal.gene.body	ostta13g02740
13	486051	487375	TSS	ostta13g02770
13	490725	490989	TSS	ostta13g02780
13	492567	492818	TSS	ostta13g02800
13	495691	496034	TSS	ostta13g02810
13	498242	499315	TSS	ostta13g02840
13	502110	503008	TSS	ostta13g02865
13	504811	505851	gene.body	ostta13g02880
13	506652	507243	TSS	ostta13g02890
13	508563	509122	TSS	ostta13g02895
13	509579	509958	TSS	ostta13g02900
13	511435	511773	internal.gene.body	ostta13g02910
13	512868	513178	TSS	ostta13g02920
13	513958	514397	TSS	ostta13g02930
13	515614	515861	internal.gene.body	ostta13g02940
13	516514	516791	TSS	ostta13g02950
13	528622	529000	internal.gene.body	ostta13g02960
13	530777	531140	TSS	ostta13g02970
13	538092	539197	TSS	ostta13g03020
13	539799	540792	gene.body	ostta13g03030
13	543620	544366	TSS	ostta13g03060
13	546411	547118	TSS	ostta13g03080
14	818	1287	TSS	ostta14g00010
14	4919	5346	TSS	ostta14g00050
14	25837	26037	intergenic	
14	28714	29046	internal.gene.body	ostta14g00090
14	32246	32532	internal.gene.body	ostta14g00100
14	33579	34409	TSS	ostta14g00110
14	35944	36897	TSS	ostta14g00130
14	37778	39297	TSS	ostta14g00150
14	40769	41816	TSS	ostta14g00170
14	42824	43205	gene.body	ostta14g00185
14	44727	45527	TSS	ostta14g00200
14	46840	47341	TSS	ostta14g00210
14	51271	51710	TSS	ostta14g00220
14	53465	54620	TSS	ostta14g00240
14	56580	56871	TSS	ostta14g00250
14	57887	58299	internal.gene.body	ostta14g00270
14	61845	62897	TSS	ostta14g00300
14	66444	66673	TSS	ostta14g00330
14	67534	68680	gene.body	ostta14g00350
14	69719	70682	TSS	ostta14g00370
14	73767	74930	TSS	ostta14g00390
14	75390	77014	TSS	ostta14g00400
14	79711	80465	TSS	ostta14g00420
14	81783	83659	gene.body	ostta14g00440,ostta14g00450
14	84870	85632	TSS	ostta14g00470
14	86124	86465	TSS	ostta14g00480
14	88419	88950	TSS	ostta14g00490
14	89630	89842	internal.gene.body	ostta14g00500
14	91834	92744	TSS	ostta14g00520
14	93620	93932	TSS	ostta14g00525
14	94567	95447	gene.body	ostta14g00530
14	98272	98979	TSS	ostta14g00560
14	100772	101473	TSS	ostta14g00570
14	101776	102585	TSS	ostta14g00590
14	105198	106412	TSS	ostta14g00630
14	107876	109087	TSS	ostta14g00645
14	112577	113318	TSS	ostta14g00660
14	113914	114169	TSS	ostta14g00670
14	115200	116085	TSS	ostta14g00690
14	121720	121990	internal.gene.body	ostta14g00710
14	124448	125355	TSS	ostta14g00730
14	126741	126948	internal.gene.body	ostta14g00740
14	129514	130784	TSS	ostta14g00750
14	132896	133372	TSS	ostta14g00780
14	134709	135237	TSS	ostta14g00790
14	136300	137583	gene.body	ostta14g00795
14	138640	139440	TSS	ostta14g00810
14	143294	143703	internal.gene.body	ostta14g00830
14	144074	144451	internal.gene.body	ostta14g00840
14	146041	146335	internal.gene.body	ostta14g00850
14	146748	147052	internal.gene.body	ostta14g00860
14	149234	151258	gene.body	ostta14g00880,ostta14g00890
14	152189	152433	internal.gene.body	ostta14g00910
14	163561	163855	TSS	ostta14g00940
14	165816	166575	TSS	ostta14g00970
14	167244	167706	internal.gene.body	ostta14g00980
14	168617	169226	TSS	ostta14g01000
14	170892	171240	internal.gene.body	ostta14g01010
14	171833	172088	intergenic	
14	174139	175801	TSS	ostta14g01040
14	180997	182318	TSS	ostta14g01060
14	182814	183775	gene.body	ostta14g01070
14	185623	186388	TSS	ostta14g01100
14	187758	188062	internal.gene.body	ostta14g01105
14	190339	191944	gene.body	ostta14g01120
14	193800	194355	TSS	ostta14g01140
14	196635	197224	internal.gene.body	ostta14g01155
14	198536	199094	TSS	ostta14g01157
14	200684	201046	TSS	ostta14g01160
14	201461	201897	internal.gene.body	ostta14g01170
14	202548	202953	TSS	ostta14g00065
14	206779	206972	TSS	ostta14g01200
14	209262	209925	TSS	ostta14g01220
14	214334	215439	gene.body	ostta14g01245
14	217550	217855	internal.gene.body	ostta14g01260
14	218194	218551	internal.gene.body	ostta14g01270
14	219799	220187	TSS	ostta14g01280
14	222307	222679	internal.gene.body	ostta14g01290
14	223007	223334	internal.gene.body	ostta14g01300
14	224921	225313	internal.gene.body	ostta14g01310
14	228118	228445	internal.gene.body	ostta14g01330
14	229943	230496	TSS	ostta14g01340
14	230779	231133	TSS	ostta14g01345
14	231743	232258	internal.gene.body	ostta14g01350
14	234198	234450	internal.gene.body	ostta14g01355
14	235149	235760	TSS	ostta14g01365
14	236769	237295	TSS	ostta14g01370
14	238501	238933	internal.gene.body	ostta14g01380
14	241482	241589	internal.gene.body	ostta14g01385
14	242378	242644	internal.gene.body	ostta14g01387
14	243288	243878	TSS	ostta14g01388
14	246524	246843	TSS	ostta14g01400
14	252381	253727	TSS	ostta14g01430
14	254726	254979	internal.gene.body	ostta14g01435
14	257432	257647	internal.gene.body	ostta14g01440
14	260171	261027	TSS	ostta14g01460
14	264842	265348	TSS	ostta14g01470
14	265937	266338	TSS	ostta14g01480
14	266911	267521	TSS	ostta14g01485
14	270625	270889	intergenic	
14	277696	278304	TSS	ostta14g01520
14	281532	281914	TSS	ostta14g01540
14	282911	283289	TSS	ostta14g01550
14	283884	284631	TSS	ostta14g01555
14	286203	287195	TSS	ostta14g01580
14	288856	289345	TSS	ostta14g01590
14	292995	294269	TSS	ostta14g01620
14	296623	297079	TSS	ostta14g01640
14	304734	305286	TSS	ostta14g01650
14	305711	305932	internal.gene.body	ostta14g01660
14	306322	306599	internal.gene.body	ostta14g01665
14	307998	308310	internal.gene.body	ostta14g01670
14	311751	312107	TSS	ostta14g01690
14	313024	313535	TSS	ostta14g01695
14	313827	314275	TES	ostta14g01695
14	315925	316599	TSS	ostta14g01730
14	320907	322085	TSS	ostta14g01750
14	325035	325558	TES	ostta14g01770
14	330563	331258	TSS	ostta14g01810
14	333342	333898	TSS	ostta14g01830
14	335308	335732	TSS	ostta14g01840
14	337546	338736	TSS	ostta14g01860
14	340576	340857	TSS	ostta14g01870
14	341299	341587	TSS	ostta14g01880
14	342592	342894	TSS	ostta14g01890
14	348553	349712	TSS	ostta14g01910
14	352956	353934	TSS	ostta14g01930
14	354228	355102	TSS	ostta14g01940
14	356202	357197	TSS	ostta14g01960
14	360326	361009	TSS	ostta14g01990
14	364507	365298	TSS	ostta14g02010
14	367286	368095	TSS	ostta14g02030
14	370567	371384	TSS	ostta14g02050
14	375218	375581	internal.gene.body	ostta14g02070
14	376861	377042	TSS	ostta14g02080
