chr	start	end	peak.annotation	target.genes	peak.te
2	804124	807293	gene.body	ostta02g04110	No_transposon
2	811294	816265	gene.body	ostta02g04160,ostta02g04170	No_transposon
2	811294	816265	gene.body	ostta02g04160,ostta02g04170	No_transposon
2	817147	842045	gene.body	ostta02g04200	Unclassified_transposon
2	817147	842045	gene.body	ostta02g04200	Unclassified_transposon
2	847819	848341	internal.gene.body	ostta02g04230	No_transposon
2	847819	848341	internal.gene.body	ostta02g04230	No_transposon
2	872432	875020	gene.body	ostta02g04400	No_transposon
2	872432	875016	gene.body	ostta02g04400	No_transposon
2	875460	876356	gene.body	ostta02g04410	No_transposon
2	875460	876356	gene.body	ostta02g04410	No_transposon
2	913840	930294	TSS	ostta02g04660	Unclassified_transposon
2	913833	930294	TSS	ostta02g04660	Unclassified_transposon
2	947164	949091	TSS	ostta02g04810	No_transposon
2	947152	949083	TSS	ostta02g04810	No_transposon
2	979020	981571	gene.body	ostta02g05010	Unclassified_transposon
2	979019	981580	gene.body	ostta02g05010	Unclassified_transposon
2	983119	986218	gene.body	ostta02g05030	No_transposon
2	983119	986218	gene.body	ostta02g05030	No_transposon
2	994788	995380	internal.gene.body	ostta02g05080	No_transposon
2	994788	995227	internal.gene.body	ostta02g05080	No_transposon
2	996854	997990	TES	ostta02g05090	Unclassified_transposon
2	996854	997995	TES	ostta02g05090	Unclassified_transposon
2	1048288	1048534	internal.gene.body	ostta02g05420	No_transposon
2	1048210	1048534	internal.gene.body	ostta02g05420	No_transposon
2	1051914	1054275	gene.body	ostta02g05440	No_transposon
2	1051914	1054301	gene.body	ostta02g05440	No_transposon
2	1066794	1071100	TES	ostta02g05530	No_transposon
2	1066773	1071055	TES	ostta02g05530	No_transposon
2	1071648	1072983	TES	ostta02g05540	No_transposon
2	1071648	1072983	TES	ostta02g05540	No_transposon
20	0	1481	gene.body	ostta20g00010	No_transposon
20	0	1522	gene.body	ostta20g00010	No_transposon
20	2250	3647	TES	ostta20g00020	No_transposon
20	2250	3647	TES	ostta20g00020	No_transposon
20	12784	17066	gene.body	ostta20g00090,ostta20g00100	No_transposon
20	12784	17066	gene.body	ostta20g00090,ostta20g00100	No_transposon
20	30938	32926	internal.gene.body	ostta20g00190	No_transposon
20	30938	32926	internal.gene.body	ostta20g00190	No_transposon
20	38634	39205	internal.gene.body	ostta20g00230	No_transposon
20	38633	39205	internal.gene.body	ostta20g00230	No_transposon
20	65812	66397	TSS	ostta20g00390	No_transposon
20	65812	66397	TSS	ostta20g00390	No_transposon
20	77023	83098	gene.body	ostta20g00450,ostta20g00460,ostta20g00470,ostta20g00480	No_transposon
20	77023	83099	gene.body	ostta20g00450,ostta20g00460,ostta20g00470,ostta20g00480	No_transposon
20	85989	87033	internal.gene.body	ostta20g00500	No_transposon
20	85989	87033	internal.gene.body	ostta20g00500	No_transposon
20	131964	132893	internal.gene.body	ostta20g00750	No_transposon
20	131964	132893	internal.gene.body	ostta20g00750	No_transposon
3	278	863	TES	ostta03g00010	Unclassified_transposon
3	243	863	TES	ostta03g00010	Unclassified_transposon
3	64227	66556	internal.gene.body	ostta03g00320	No_transposon
3	64227	66556	internal.gene.body	ostta03g00320	No_transposon
3	112377	115270	gene.body	ostta03g00670	No_transposon
3	112377	115270	gene.body	ostta03g00670	No_transposon
3	121612	122241	internal.gene.body	ostta03g00710	No_transposon
3	121612	122241	internal.gene.body	ostta03g00710	No_transposon
3	122594	122804	internal.gene.body	ostta03g00710	No_transposon
3	122594	122804	internal.gene.body	ostta03g00710	No_transposon
3	123140	125094	internal.gene.body	ostta03g00710	No_transposon
3	123140	125094	internal.gene.body	ostta03g00710	No_transposon
3	164261	168227	gene.body	ostta03g00930	No_transposon
3	164255	168227	gene.body	ostta03g00930	No_transposon
3	273731	275412	TSS	ostta03g01630	No_transposon
3	273731	275412	TSS	ostta03g01630	No_transposon
3	301340	301557	intergenic		Unclassified_transposon
3	301331	301554	intergenic		Unclassified_transposon
3	302776	304403	TSS	ostta03g01830	No_transposon
3	302776	304414	TSS	ostta03g01830	No_transposon
3	305343	306679	gene.body	ostta03g01850	No_transposon
3	305340	306679	gene.body	ostta03g01850	No_transposon
3	312730	314254	gene.body	ostta03g01900	No_transposon
3	312730	314254	gene.body	ostta03g01900	No_transposon
3	316639	316867	internal.gene.body	ostta03g01920	No_transposon
3	316639	316867	internal.gene.body	ostta03g01920	No_transposon
3	317292	317634	internal.gene.body	ostta03g01930	No_transposon
3	317292	317634	internal.gene.body	ostta03g01930	No_transposon
3	338921	342153	TES	ostta03g02080	No_transposon
3	338921	342153	TES	ostta03g02080	No_transposon
3	395970	398390	gene.body	ostta03g02430,ostta03g02440	No_transposon
3	395970	398390	gene.body	ostta03g02430,ostta03g02440	No_transposon
3	410569	412817	TSS	ostta03g02570	No_transposon
3	410569	412818	TSS	ostta03g02570	No_transposon
3	439037	439427	internal.gene.body	ostta03g02750	No_transposon
3	439037	439427	internal.gene.body	ostta03g02750	No_transposon
3	452625	453597	internal.gene.body	ostta03g02810	No_transposon
3	452625	453597	internal.gene.body	ostta03g02810	No_transposon
3	453915	454142	internal.gene.body	ostta03g02810	No_transposon
3	453915	454142	internal.gene.body	ostta03g02810	No_transposon
3	461389	461787	internal.gene.body	ostta03g02825	No_transposon
3	461389	461787	internal.gene.body	ostta03g02825	No_transposon
3	482437	485567	TES	ostta03g02950	No_transposon
3	482437	485567	TES	ostta03g02950	No_transposon
3	573902	576308	gene.body	ostta03g03430	No_transposon
3	573902	576308	gene.body	ostta03g03430	No_transposon
3	756434	759239	TSS	ostta03g04630	Unclassified_transposon
3	756434	759239	TSS	ostta03g04630	Unclassified_transposon
3	785801	788384	gene.body	ostta03g04770	No_transposon
3	785801	788384	gene.body	ostta03g04770	No_transposon
3	788911	790245	TES	ostta03g04780	No_transposon
3	788911	790245	TES	ostta03g04780	No_transposon
3	841299	841719	internal.gene.body	ostta03g05090	No_transposon
3	841299	841719	internal.gene.body	ostta03g05090	No_transposon
3	842040	845225	internal.gene.body	ostta03g05090	No_transposon
3	842040	845225	internal.gene.body	ostta03g05090	No_transposon
3	845519	845958	internal.gene.body	ostta03g05090	No_transposon
3	845519	845958	internal.gene.body	ostta03g05090	No_transposon
3	867045	867777	internal.gene.body	ostta03g05200	No_transposon
3	867045	867777	internal.gene.body	ostta03g05200	No_transposon
3	884588	886449	gene.body	ostta03g05330	No_transposon
3	884588	886449	gene.body	ostta03g05330	No_transposon
3	889994	890507	internal.gene.body	ostta03g05370	No_transposon
3	889994	890507	internal.gene.body	ostta03g05370	No_transposon
3	958833	964745	gene.body	ostta03g05770	No_transposon
3	958833	964745	gene.body	ostta03g05770	No_transposon
3	988335	990539	gene.body	ostta03g05990	Unclassified_transposon
3	988335	990548	gene.body	ostta03g05990	Unclassified_transposon
3	991356	997259	gene.body	ostta03g06010,ostta03g06020,ostta03g06030	Unclassified_transposon
3	991356	997261	gene.body	ostta03g06010,ostta03g06020,ostta03g06030	Unclassified_transposon
4	237	3081	gene.body	ostta04g00010,ostta04g00015	Unclassified_transposon
4	221	3093	gene.body	ostta04g00010,ostta04g00015	Unclassified_transposon
4	112178	113436	TES	ostta04g00690	No_transposon
4	112178	113436	TES	ostta04g00690	No_transposon
4	171152	171497	internal.gene.body	ostta04g00960	No_transposon
4	171152	171497	internal.gene.body	ostta04g00960	No_transposon
4	277544	278196	TES	ostta04g01610	No_transposon
4	277544	278196	TES	ostta04g01610	No_transposon
4	283910	285903	internal.gene.body	ostta04g01660	No_transposon
4	283910	285903	internal.gene.body	ostta04g01660	No_transposon
4	298504	298792	internal.gene.body	ostta04g01745	No_transposon
4	298504	298792	internal.gene.body	ostta04g01745	No_transposon
4	302722	304349	internal.gene.body	ostta04g01770	No_transposon
4	302722	304349	internal.gene.body	ostta04g01770	No_transposon
4	338791	339118	internal.gene.body	ostta04g01940	No_transposon
4	338791	339118	internal.gene.body	ostta04g01940	No_transposon
4	340253	340903	TES	ostta04g01950	No_transposon
4	340253	340903	TES	ostta04g01950	No_transposon
4	349767	351232	TES	ostta04g01990	No_transposon
4	349767	351271	TES	ostta04g01990	No_transposon
4	357654	360669	TSS	ostta04g02030	No_transposon
4	357648	360669	TSS	ostta04g02030	No_transposon
4	529768	532387	TSS	ostta04g03010	No_transposon
4	529768	532387	TSS	ostta04g03010	No_transposon
4	549428	550756	internal.gene.body	ostta04g03110	No_transposon
4	549428	550756	internal.gene.body	ostta04g03110	No_transposon
4	584000	585775	TES	ostta04g03370	No_transposon
4	584000	585775	TES	ostta04g03370	No_transposon
4	614668	615242	internal.gene.body	ostta04g03490	No_transposon
4	614668	615242	internal.gene.body	ostta04g03490	No_transposon
4	623547	624327	internal.gene.body	ostta04g03540	No_transposon
4	623547	624327	internal.gene.body	ostta04g03540	No_transposon
4	634845	636960	gene.body	ostta04g03630	No_transposon
4	634842	636960	gene.body	ostta04g03630	No_transposon
4	660724	661069	TES	ostta04g03830	No_transposon
4	660724	661069	TES	ostta04g03830	No_transposon
4	695900	698640	internal.gene.body	ostta04g04050	No_transposon
4	695900	698640	internal.gene.body	ostta04g04050	No_transposon
4	704954	705439	internal.gene.body	ostta04g04100	No_transposon
4	704954	705462	internal.gene.body	ostta04g04100	No_transposon
4	724118	724733	TES	ostta04g04260	No_transposon
4	724153	724733	TES	ostta04g04260	No_transposon
4	727264	727584	internal.gene.body	ostta04g04260	No_transposon
4	727264	727604	internal.gene.body	ostta04g04260	No_transposon
4	771693	771950	internal.gene.body	ostta04g04590	No_transposon
4	771674	771950	internal.gene.body	ostta04g04590	No_transposon
4	801981	802216	intergenic		Unclassified_transposon
4	801981	802219	intergenic		Unclassified_transposon
4	898767	901228	TES	ostta04g05370	No_transposon
4	898767	901243	TES	ostta04g05370	No_transposon
4	903102	905507	internal.gene.body	ostta04g05380	No_transposon
4	903102	905360	internal.gene.body	ostta04g05380	No_transposon
4	939379	941932	gene.body	ostta04g05580	Unclassified_transposon
4	939379	941932	gene.body	ostta04g05580	Unclassified_transposon
4	942630	942828	TSS	ostta04g05590	Unclassified_transposon
4	942630	942657	internal.gene.body	ostta04g05590	Unclassified_transposon
4	943203	944948	TSS	ostta04g05600	No_transposon
4	943203	944948	TSS	ostta04g05600	No_transposon
5	118246	123402	gene.body	ostta05g00820	No_transposon
5	118240	123456	gene.body	ostta05g00820	No_transposon
5	152500	155891	gene.body	ostta05g01050,ostta05g01055	No_transposon
5	152500	155891	gene.body	ostta05g01050,ostta05g01055	No_transposon
5	319886	322969	internal.gene.body	ostta05g02060	No_transposon
5	319886	322969	internal.gene.body	ostta05g02060	No_transposon
5	373990	376730	TES	ostta05g02360	No_transposon
5	373990	376730	TES	ostta05g02360	No_transposon
5	384484	386669	gene.body	ostta05g02420	No_transposon
5	384466	386760	gene.body	ostta05g02420	No_transposon
5	388646	393070	internal.gene.body	ostta05g02426	No_transposon
5	388646	393070	internal.gene.body	ostta05g02426	No_transposon
5	504958	507885	TES	ostta05g03050	No_transposon
5	504958	507885	TES	ostta05g03050	No_transposon
5	511905	512865	TES	ostta05g03090	No_transposon
5	511905	512865	TES	ostta05g03090	No_transposon
5	536856	537793	internal.gene.body	ostta05g03270	No_transposon
5	536856	537793	internal.gene.body	ostta05g03270	No_transposon
5	538169	538507	internal.gene.body	ostta05g03280	No_transposon
5	538169	538507	internal.gene.body	ostta05g03280	No_transposon
5	570690	576924	TSS	ostta05g03500	No_transposon
5	570690	576924	TSS	ostta05g03500	No_transposon
5	577702	581029	TES	ostta05g03500	No_transposon
5	577702	581029	TES	ostta05g03500	No_transposon
5	584449	584688	internal.gene.body	ostta05g03540	No_transposon
5	584449	584688	internal.gene.body	ostta05g03540	No_transposon
5	585085	585843	internal.gene.body	ostta05g03540	No_transposon
5	585085	585843	internal.gene.body	ostta05g03540	No_transposon
5	637665	640362	gene.body	ostta05g03880	No_transposon
5	637646	640362	gene.body	ostta05g03880	No_transposon
5	644574	647672	gene.body	ostta05g03930	No_transposon
5	644574	647672	gene.body	ostta05g03930	No_transposon
5	670106	672038	TES	ostta05g04080	Unclassified_transposon
5	670106	672038	TES	ostta05g04080	Unclassified_transposon
5	677809	678079	internal.gene.body	ostta05g04100	No_transposon
5	677809	678079	internal.gene.body	ostta05g04100	No_transposon
5	679342	685017	gene.body	ostta05g04110	No_transposon
5	679342	685017	gene.body	ostta05g04110	No_transposon
5	722492	723593	TSS	ostta05g04365	No_transposon
5	722492	723593	TSS	ostta05g04365	No_transposon
5	759403	759676	internal.gene.body	ostta05g04580	No_transposon
5	759403	759676	internal.gene.body	ostta05g04580	No_transposon
5	768981	776367	TES	ostta05g04640	No_transposon
5	768981	776367	TES	ostta05g04640	No_transposon
5	788787	791035	TSS	ostta05g04740	No_transposon
5	788787	791035	TSS	ostta05g04740	No_transposon
5	791721	791925	internal.gene.body	ostta05g04760	No_transposon
5	791711	791925	internal.gene.body	ostta05g04760	No_transposon
5	804779	806990	internal.gene.body	ostta05g04870	No_transposon
5	804779	806992	internal.gene.body	ostta05g04870	No_transposon
5	823920	825181	internal.gene.body	ostta05g04970	No_transposon
5	823920	825181	internal.gene.body	ostta05g04970	No_transposon
5	831391	835279	gene.body	ostta05g05020	Unclassified_transposon
5	831391	835279	gene.body	ostta05g05020	Unclassified_transposon
6	156	3429	gene.body	ostta06g00010	Unclassified_transposon
6	154	3429	gene.body	ostta06g00010	Unclassified_transposon
6	3720	4015	internal.gene.body	ostta06g00020	No_transposon
6	3720	4015	internal.gene.body	ostta06g00020	No_transposon
6	12747	14146	TSS	ostta06g00055	Unclassified_transposon
6	12742	14255	TSS	ostta06g00055	Unclassified_transposon
6	14830	18525	gene.body	ostta06g00060	Unclassified_transposon
6	14830	18525	gene.body	ostta06g00060	Unclassified_transposon
6	19359	21826	gene.body	ostta06g00070	Unclassified_transposon
6	19359	21824	gene.body	ostta06g00070	Unclassified_transposon
6	54183	57200	TES	ostta06g00330	No_transposon
6	54183	57200	TES	ostta06g00330	No_transposon
6	83437	85863	gene.body	ostta06g00500	No_transposon
6	83437	85863	gene.body	ostta06g00500	No_transposon
6	88920	92558	gene.body	ostta06g00540	No_transposon
6	88920	92558	gene.body	ostta06g00540	No_transposon
6	120829	122560	internal.gene.body	ostta06g00760	No_transposon
6	120829	122887	internal.gene.body	ostta06g00760	No_transposon
6	185541	185927	internal.gene.body	ostta06g01110	No_transposon
6	185541	185927	internal.gene.body	ostta06g01110	No_transposon
6	203573	204209	internal.gene.body	ostta06g01270	No_transposon
6	203702	204209	internal.gene.body	ostta06g01270	No_transposon
6	205279	205543	internal.gene.body	ostta06g01280	No_transposon
6	205279	205543	internal.gene.body	ostta06g01280	No_transposon
6	208365	209731	internal.gene.body	ostta06g01290	No_transposon
6	208365	209731	internal.gene.body	ostta06g01290	No_transposon
6	210241	210519	internal.gene.body	ostta06g01290	No_transposon
6	210241	210519	internal.gene.body	ostta06g01290	No_transposon
6	211245	211511	internal.gene.body	ostta06g01290	No_transposon
6	211245	211511	internal.gene.body	ostta06g01290	No_transposon
6	264642	265140	internal.gene.body	ostta06g01550	No_transposon
6	264642	265347	TSS	ostta06g01550	No_transposon
6	379640	382791	gene.body	ostta06g02310	No_transposon
6	379628	382791	gene.body	ostta06g02310	No_transposon
6	414750	415607	internal.gene.body	ostta06g02500	No_transposon
6	414750	415607	internal.gene.body	ostta06g02500	No_transposon
6	453650	458545	TES	ostta06g02700	No_transposon
6	453650	458545	TES	ostta06g02700	No_transposon
6	461409	462086	internal.gene.body	ostta06g02730	No_transposon
6	461409	462086	internal.gene.body	ostta06g02730	No_transposon
6	472649	474765	internal.gene.body	ostta06g02800	No_transposon
6	472649	474765	internal.gene.body	ostta06g02800	No_transposon
6	475158	475692	internal.gene.body	ostta06g02800	No_transposon
6	475158	475597	internal.gene.body	ostta06g02800	No_transposon
6	507125	508765	internal.gene.body	ostta06g03030	No_transposon
6	507125	508806	internal.gene.body	ostta06g03030	No_transposon
6	533181	533493	internal.gene.body	ostta06g03160	No_transposon
6	533181	533493	internal.gene.body	ostta06g03160	No_transposon
6	533874	535996	internal.gene.body	ostta06g03160	No_transposon
6	533874	536002	internal.gene.body	ostta06g03160	No_transposon
6	559040	561021	internal.gene.body	ostta06g03320	No_transposon
6	559040	561021	internal.gene.body	ostta06g03320	No_transposon
6	639325	640000	internal.gene.body	ostta06g03730	No_transposon
6	639325	640000	internal.gene.body	ostta06g03730	No_transposon
6	665120	666460	internal.gene.body	ostta06g03890	No_transposon
6	665120	666460	internal.gene.body	ostta06g03890	No_transposon
6	721094	721707	internal.gene.body	ostta06g04260	No_transposon
6	721094	721699	internal.gene.body	ostta06g04260	No_transposon
6	762020	777318	gene.body	ostta06g04460,ostta06g04470	No_transposon
6	762020	777318	gene.body	ostta06g04460,ostta06g04470	No_transposon
6	783841	784933	gene.body	ostta06g04550	No_transposon
6	783841	784933	gene.body	ostta06g04550	No_transposon
6	786322	787768	TES	ostta06g04570	No_transposon
6	786322	787768	TES	ostta06g04570	No_transposon
7	211	1652	TES	ostta07g00010	Unclassified_transposon
7	203	1652	TES	ostta07g00010	Unclassified_transposon
7	6222	6480	internal.gene.body	ostta07g00030	No_transposon
7	6222	6480	internal.gene.body	ostta07g00030	No_transposon
7	6959	7954	internal.gene.body	ostta07g00030	No_transposon
7	6959	7954	internal.gene.body	ostta07g00030	No_transposon
7	105722	108338	gene.body	ostta07g00670	No_transposon
7	105722	108338	gene.body	ostta07g00670	No_transposon
7	123898	124448	internal.gene.body	ostta07g00810	No_transposon
7	123898	124448	internal.gene.body	ostta07g00810	No_transposon
7	154139	154884	TSS	ostta07g01080	No_transposon
7	154139	154884	TSS	ostta07g01080	No_transposon
7	175418	180399	gene.body	ostta07g01250	No_transposon
7	175418	180399	gene.body	ostta07g01250	No_transposon
7	184874	186321	gene.body	ostta07g01300	No_transposon
7	184874	186316	gene.body	ostta07g01300	No_transposon
7	271743	271969	internal.gene.body	ostta07g01770	No_transposon
7	271743	271969	internal.gene.body	ostta07g01770	No_transposon
7	303185	303558	intergenic		LTR_transposon
7	303184	303558	intergenic		LTR_transposon
7	338351	339058	internal.gene.body	ostta07g02140	No_transposon
7	338351	339058	internal.gene.body	ostta07g02140	No_transposon
7	372850	375572	TSS	ostta07g02320	No_transposon
7	372850	375572	TSS	ostta07g02320	No_transposon
7	475165	476886	gene.body	ostta07g02960	No_transposon
7	475146	476886	gene.body	ostta07g02960	No_transposon
7	496239	498898	gene.body	ostta07g03080	No_transposon
7	496234	498898	gene.body	ostta07g03080	No_transposon
7	513080	518538	gene.body	ostta07g03220	No_transposon
7	513080	518538	gene.body	ostta07g03220	No_transposon
7	519867	522057	gene.body	ostta07g03240,ostta07g03250	No_transposon
7	519867	522059	gene.body	ostta07g03240,ostta07g03250	No_transposon
7	560887	562633	internal.gene.body	ostta07g03510	No_transposon
7	560887	562633	internal.gene.body	ostta07g03510	No_transposon
7	575529	575950	internal.gene.body	ostta07g03560	No_transposon
7	575529	575950	internal.gene.body	ostta07g03560	No_transposon
7	582060	582371	internal.gene.body	ostta07g03590	No_transposon
7	582060	582371	internal.gene.body	ostta07g03590	No_transposon
7	583439	588584	gene.body	ostta07g03600	No_transposon
7	583439	588584	gene.body	ostta07g03600	No_transposon
7	612980	615323	gene.body	ostta07g03750	No_transposon
7	612980	615323	gene.body	ostta07g03750	No_transposon
7	620436	622870	TES	ostta07g03810	No_transposon
7	620436	622919	TES	ostta07g03810	No_transposon
7	636054	636442	internal.gene.body	ostta07g03900	No_transposon
7	636054	636442	internal.gene.body	ostta07g03900	No_transposon
7	643725	644506	internal.gene.body	ostta07g03950	No_transposon
7	643725	644506	internal.gene.body	ostta07g03950	No_transposon
7	644811	645771	internal.gene.body	ostta07g03950	No_transposon
7	644811	645771	internal.gene.body	ostta07g03950	No_transposon
7	649882	651540	internal.gene.body	ostta07g03980	No_transposon
7	649882	651540	internal.gene.body	ostta07g03980	No_transposon
7	658588	660984	internal.gene.body	ostta07g04040	No_transposon
7	658588	660984	internal.gene.body	ostta07g04040	No_transposon
7	682558	685875	TES	ostta07g04200	No_transposon
7	682561	685875	TES	ostta07g04200	No_transposon
7	686828	689234	gene.body	ostta07g04230	No_transposon
7	686828	689234	gene.body	ostta07g04230	No_transposon
7	703437	706583	gene.body	ostta07g04340	No_transposon
7	703437	706583	gene.body	ostta07g04340	No_transposon
7	716653	719008	internal.gene.body	ostta07g04410	No_transposon
7	716653	719008	internal.gene.body	ostta07g04410	No_transposon
7	721322	723444	TES	ostta07g04430	No_transposon
7	721322	723444	TES	ostta07g04430	No_transposon
7	748033	748951	TES	ostta07g04610	No_transposon
7	748033	748951	TES	ostta07g04610	No_transposon
7	767836	769885	gene.body	ostta07g04760	Unclassified_transposon
7	767836	769883	gene.body	ostta07g04760	Unclassified_transposon
8	199	1863	TES	ostta08g00010	Unclassified_transposon
8	191	1863	TES	ostta08g00010	Unclassified_transposon
8	3084	8763	gene.body	ostta08g00020	No_transposon
8	3084	8763	gene.body	ostta08g00020	No_transposon
8	18532	20590	gene.body	ostta08g00090	No_transposon
8	18532	20590	gene.body	ostta08g00090	No_transposon
8	54916	55256	internal.gene.body	ostta08g00350	No_transposon
8	54916	55256	internal.gene.body	ostta08g00350	No_transposon
8	58498	65094	gene.body	ostta08g00390,ostta08g00400	LTR_transposon
8	58498	65086	gene.body	ostta08g00390,ostta08g00400	LTR_transposon
8	102059	102383	intergenic		Unclassified_transposon
8	102059	102424	intergenic		Unclassified_transposon
8	103191	104414	internal.gene.body	ostta08g00680	Unclassified_transposon
8	103191	104414	internal.gene.body	ostta08g00680	Unclassified_transposon
8	214207	214996	internal.gene.body	ostta08g01280	No_transposon
8	214201	214996	internal.gene.body	ostta08g01280	No_transposon
8	241674	244728	internal.gene.body	ostta08g01380	No_transposon
8	241674	244739	internal.gene.body	ostta08g01380	No_transposon
8	256644	259786	internal.gene.body	ostta08g01440	No_transposon
8	256644	259786	internal.gene.body	ostta08g01440	No_transposon
8	303832	304130	intergenic		No_transposon
8	303829	304141	intergenic		No_transposon
8	325270	327417	TSS	ostta08g01850	No_transposon
8	325270	327423	TSS	ostta08g01850	No_transposon
8	329908	330425	internal.gene.body	ostta08g01880	No_transposon
8	329908	330425	internal.gene.body	ostta08g01880	No_transposon
8	381273	382042	internal.gene.body	ostta08g02180	No_transposon
8	381273	382042	internal.gene.body	ostta08g02180	No_transposon
8	439748	441302	internal.gene.body	ostta08g02560	No_transposon
8	439748	441302	internal.gene.body	ostta08g02560	No_transposon
8	511095	512382	internal.gene.body	ostta08g03010	Unclassified_transposon
8	511095	512369	internal.gene.body	ostta08g03010	Unclassified_transposon
8	624445	626874	gene.body	ostta08g03710	No_transposon
8	624445	626874	gene.body	ostta08g03710	No_transposon
8	636213	637897	gene.body	ostta08g03780	No_transposon
8	636213	637897	gene.body	ostta08g03780	No_transposon
8	640350	641359	TSS	ostta08g03810	No_transposon
8	640350	641359	TSS	ostta08g03810	No_transposon
8	661948	663077	gene.body	ostta08g03960	No_transposon
8	661948	663069	gene.body	ostta08g03960	No_transposon
8	667582	667797	internal.gene.body	ostta08g03990	No_transposon
8	667582	667797	internal.gene.body	ostta08g03990	No_transposon
8	677235	680994	gene.body	ostta08g04060	No_transposon
8	677235	680994	gene.body	ostta08g04060	No_transposon
8	697394	698815	TSS	ostta08g04190	No_transposon
8	697396	698815	TSS	ostta08g04190	No_transposon
8	711164	713823	gene.body	ostta08g04280,ostta08g04290	No_transposon
8	711159	713823	gene.body	ostta08g04280,ostta08g04290	No_transposon
9	790	3676	TES	ostta09g00010	No_transposon
9	790	3676	TES	ostta09g00010	No_transposon
9	5824	6901	internal.gene.body	ostta09g00030	No_transposon
9	5824	6901	internal.gene.body	ostta09g00030	No_transposon
9	32596	34079	gene.body	ostta09g00240	No_transposon
9	32596	34079	gene.body	ostta09g00240	No_transposon
9	61542	64105	gene.body	ostta09g00440	No_transposon
9	61531	64105	gene.body	ostta09g00440	No_transposon
9	65514	66298	internal.gene.body	ostta09g00460	No_transposon
9	65514	66298	internal.gene.body	ostta09g00460	No_transposon
9	80839	84543	gene.body	ostta09g00590	No_transposon
9	80839	84543	gene.body	ostta09g00590	No_transposon
9	153364	153643	TSS	ostta09g01060	No_transposon
9	153364	153643	TSS	ostta09g01060	No_transposon
9	154243	154465	internal.gene.body	ostta09g01070	No_transposon
9	154243	154570	internal.gene.body	ostta09g01070	No_transposon
9	192776	194509	internal.gene.body	ostta09g01300	No_transposon
9	192776	194509	internal.gene.body	ostta09g01300	No_transposon
9	239056	239764	internal.gene.body	ostta09g01615	Unclassified_transposon
9	239056	239764	internal.gene.body	ostta09g01615	Unclassified_transposon
9	257741	258621	TSS	ostta09g01750	No_transposon
9	257741	258621	TSS	ostta09g01750	No_transposon
9	259364	259695	internal.gene.body	ostta09g01760	No_transposon
9	259364	259703	internal.gene.body	ostta09g01760	No_transposon
9	263337	264248	internal.gene.body	ostta09g01770	No_transposon
9	263337	264248	internal.gene.body	ostta09g01770	No_transposon
9	273767	276304	TES	ostta09g01830	No_transposon
9	273767	276304	TES	ostta09g01830	No_transposon
9	287790	288212	internal.gene.body	ostta09g01910	No_transposon
9	287790	288212	internal.gene.body	ostta09g01910	No_transposon
9	377839	381630	gene.body	ostta09g02430	No_transposon
9	377839	381630	gene.body	ostta09g02430	No_transposon
9	385383	389146	gene.body	ostta09g02480	No_transposon
9	385383	389146	gene.body	ostta09g02480	No_transposon
9	402767	404664	gene.body	ostta09g02600	No_transposon
9	402767	404669	gene.body	ostta09g02600	No_transposon
9	498801	500883	gene.body	ostta09g03240	No_transposon
9	498801	500883	gene.body	ostta09g03240	No_transposon
9	503963	504771	internal.gene.body	ostta09g03290	No_transposon
9	503963	504771	internal.gene.body	ostta09g03290	No_transposon
9	508025	509136	TES	ostta09g03330	No_transposon
9	508025	509136	TES	ostta09g03330	No_transposon
9	512782	513034	internal.gene.body	ostta09g03350	No_transposon
9	512782	513034	internal.gene.body	ostta09g03350	No_transposon
9	518188	520266	TES	ostta09g03390	No_transposon
9	518154	520266	TES	ostta09g03390	No_transposon
9	557828	558225	internal.gene.body	ostta09g03600	No_transposon
9	557828	558225	internal.gene.body	ostta09g03600	No_transposon
9	558563	558833	internal.gene.body	ostta09g03600	No_transposon
9	558563	558833	internal.gene.body	ostta09g03600	No_transposon
9	583796	586041	internal.gene.body	ostta09g03765	No_transposon
9	583796	586041	internal.gene.body	ostta09g03765	No_transposon
9	695950	698302	gene.body	ostta09g04430	No_transposon
9	695950	698334	gene.body	ostta09g04430	No_transposon
9	702529	704362	gene.body	ostta09g04470	No_transposon
9	702529	704362	gene.body	ostta09g04470	No_transposon
9	708489	710121	TES	ostta09g04510	No_transposon
9	708489	710111	TES	ostta09g04510	No_transposon
9	710626	712606	TES	ostta09g04530	Unclassified_transposon
9	710617	712593	TES	ostta09g04530	Unclassified_transposon
