chr	start	end	peak.annotation	target.genes
16	206117	206605	TSS	ostta16g01290,ostta16g01280
16	206213	206631	TSS	ostta16g01290,ostta16g01280
16	218597	219111	TSS	ostta16g01340
16	218600	219097	TSS	ostta16g01340
16	224535	225324	TSS	ostta16g01360
16	224544	225325	TSS	ostta16g01360
16	234370	235135	TSS	ostta16g01410
16	234381	235213	TSS	ostta16g01410
16	255048	256017	TSS	ostta16g01520,ostta16g01510
16	255020	256015	TSS	ostta16g01520,ostta16g01510
16	257147	257519	internal.gene.body	ostta16g01530
16	257349	257576	internal.gene.body	ostta16g01530
16	259107	259323	TSS	ostta16g01550
16	275358	276054	TSS	ostta16g01620
16	275360	276054	TSS	ostta16g01620
16	291998	292784	TSS	ostta16g01670
16	291999	292784	TSS	ostta16g01670
16	301900	303161	TSS	ostta16g01730,ostta16g01720
16	301928	303187	TSS	ostta16g01730,ostta16g01720
16	305221	305437	internal.gene.body	ostta16g01750
16	307427	308271	TSS	ostta16g01770
16	307423	308307	TSS	ostta16g01770
16	311243	311998	gene.body	ostta16g01795
16	311245	311991	gene.body	ostta16g01795
16	312791	313042	internal.gene.body	ostta16g01800
16	312841	313118	internal.gene.body	ostta16g01800
16	325035	326065	TSS	ostta16g01900,ostta16g01890
16	325048	326104	TSS	ostta16g01900,ostta16g01890
16	337947	338514	TSS	ostta16g01990,ostta16g01980
16	338130	338522	TSS	ostta16g01990,ostta16g01980
16	383090	383300	internal.gene.body	ostta16g02120
16	383090	383294	internal.gene.body	ostta16g02120
16	430251	430435	TES	ostta16g02220
16	442655	444580	TSS	ostta16g02310,ostta16g02300
16	442653	444587	TSS	ostta16g02310,ostta16g02300
16	448747	449379	TSS	ostta16g02340
16	448738	449376	TSS	ostta16g02340
16	450506	451116	TSS	ostta16g02347
16	450491	451235	TSS	ostta16g02347
16	455072	455522	TES	ostta16g02350
16	455072	455539	TES	ostta16g02350
16	465022	465730	TSS	ostta16g02415,ostta16g02410
16	464941	465730	TSS	ostta16g02415,ostta16g02410
16	469506	470179	TSS	ostta16g02450,ostta16g02440
16	503354	504863	gene.body	ostta16g02610
16	503376	505017	gene.body	ostta16g02610
16	507691	508355	TSS	ostta16g02640
16	507665	508140	TSS	ostta16g02640
16	521750	521950	internal.gene.body	ostta16g02710
17	16775	17032	internal.gene.body	ostta17g00067
17	16801	17012	internal.gene.body	ostta17g00067
17	18192	19093	TSS	ostta17g00090,ostta17g00080
17	18215	19109	TSS	ostta17g00090,ostta17g00080
17	19983	20373	TSS	ostta17g00100
17	21229	22309	TSS	ostta17g00120,ostta17g00110
17	21220	22311	TSS	ostta17g00120,ostta17g00110
17	26059	27553	TSS	ostta17g00165,ostta17g00160
17	26059	27424	TSS	ostta17g00165,ostta17g00160
17	48577	49006	internal.gene.body	ostta17g00270
17	48568	48989	internal.gene.body	ostta17g00270
17	50222	50544	internal.gene.body	ostta17g00280
17	55202	55979	TSS	ostta17g00310
17	56259	56464	TES	ostta17g00320
17	55199	56226	TSS	ostta17g00320,ostta17g00310
17	61076	61461	TSS	ostta17g00330
17	61076	61461	TSS	ostta17g00330
17	63169	64172	gene.body	ostta17g00360
17	63170	64154	TSS	ostta17g00360
17	66931	68009	TSS	ostta17g00370
17	66919	68017	TSS	ostta17g00370
17	70183	71108	TSS	ostta17g00400,ostta17g00390
17	70191	71153	TSS	ostta17g00400,ostta17g00390
17	84115	84776	TSS	ostta17g00490
17	84067	84782	TSS	ostta17g00490
17	91389	91756	TSS	ostta17g00540,ostta17g00530
17	105174	105824	TSS	ostta17g00620
17	105115	105821	TSS	ostta17g00620
17	120132	120427	internal.gene.body	ostta17g00690
17	120132	120525	internal.gene.body	ostta17g00690
17	124491	125498	TSS	ostta17g00730,ostta17g00720
17	124624	125514	TSS	ostta17g00730,ostta17g00720
17	126703	127433	TSS	ostta17g00740
17	126701	127392	TSS	ostta17g00740
17	131898	132297	TSS	ostta17g00760
17	131898	132313	TSS	ostta17g00760
17	138557	139271	TSS	ostta17g00800
17	138488	139303	TSS	ostta17g00800
17	140621	140841	internal.gene.body	ostta17g00810
17	141123	142360	gene.body	ostta17g00820
17	140706	142367	gene.body	ostta17g00820
17	174223	174924	TSS	ostta17g01050
17	175232	175589	internal.gene.body	ostta17g01060
17	174268	175589	TSS	ostta17g01060,ostta17g01050
17	195674	195912	internal.gene.body	ostta17g01200
17	205601	206416	TSS	ostta17g01270
17	205595	206408	TSS	ostta17g01270
17	207071	207395	TSS	ostta17g01280
17	207071	207395	TSS	ostta17g01280
17	216984	217633	TSS	ostta17g01350
17	216987	217650	TSS	ostta17g01350
17	224226	224843	TSS	ostta17g01380
17	224237	224836	TSS	ostta17g01380
17	242451	243624	TSS	ostta17g01500,ostta17g01490
17	242425	243682	TSS	ostta17g01500,ostta17g01490
17	248999	249203	internal.gene.body	ostta17g01530
17	261363	261695	internal.gene.body	ostta17g01620
17	262074	262503	internal.gene.body	ostta17g01630
17	261363	262492	TES	ostta17g01620
17	286034	286272	TSS	ostta17g01780
17	301056	301485	TSS	ostta17g01850
17	301036	301436	TSS	ostta17g01850
17	304033	304622	TSS	ostta17g01870
17	304025	304649	gene.body	ostta17g01870
17	305705	305867	internal.gene.body	ostta17g01880
17	307579	308139	internal.gene.body	ostta17g01890
17	307867	308089	internal.gene.body	ostta17g01890
17	345234	345738	TSS	ostta17g02030
17	345232	345738	TSS	ostta17g02030
17	352129	352833	TSS	ostta17g02075
17	352096	352833	TSS	ostta17g02075
17	354341	355750	TSS	ostta17g02090,ostta17g02080
17	354341	355733	TSS	ostta17g02090,ostta17g02080
17	382290	382617	TSS	ostta17g02220
17	382288	382617	TSS	ostta17g02220
17	393471	394082	gene.body	ostta17g02305
17	408015	408232	internal.gene.body	ostta17g02410
18	454	658	intergenic	
18	5723	5929	TSS	ostta18g00050,ostta18g00040
18	47031	48106	TSS	ostta18g00280
18	46977	48190	TSS	ostta18g00280
18	54567	55418	TSS	ostta18g00310
18	54593	55418	TSS	ostta18g00310
18	81569	81779	internal.gene.body	ostta18g00440
18	82344	82543	internal.gene.body	ostta18g00450
18	101052	101699	TSS	ostta18g00520
18	101056	101699	TSS	ostta18g00520
18	117323	117793	TSS	ostta18g00590
18	117326	117932	TSS	ostta18g00590
18	118591	118922	TSS	ostta18g00600
18	121320	121533	internal.gene.body	ostta18g00620
18	122042	124109	gene.body	ostta18g00630,ostta18g00640
18	122048	124036	gene.body	ostta18g00630,ostta18g00640
18	127551	128821	TSS	ostta18g00680,ostta18g00670
18	127551	128779	TSS	ostta18g00680,ostta18g00670
18	141939	142169	internal.gene.body	ostta18g00730
18	141927	142229	TSS	ostta18g00730
18	169006	169638	TSS	ostta18g00910
18	169005	169640	TSS	ostta18g00910
18	186708	186904	internal.gene.body	ostta18g01010
18	186724	186904	internal.gene.body	ostta18g01010
18	195033	195753	TSS	ostta18g01060
18	195090	195753	TSS	ostta18g01060
18	198786	199929	TSS	ostta18g01080
18	198786	199922	TSS	ostta18g01080
18	218489	219243	TSS	ostta18g01200,ostta18g01190
18	218489	219192	TSS	ostta18g01200,ostta18g01190
18	223109	223617	TSS	ostta18g01230
18	223108	223656	TSS	ostta18g01230
18	226003	227007	TSS	ostta18g01250
18	226158	227007	TSS	ostta18g01250
18	230301	231135	TSS	ostta18g01280
18	230307	231105	TSS	ostta18g01280
18	235846	236088	internal.gene.body	ostta18g01300
18	235882	236118	internal.gene.body	ostta18g01300
18	243684	244514	TSS	ostta18g01330,ostta18g01320
18	243684	244312	TSS	ostta18g01320
18	245297	246029	gene.body	ostta18g01340
18	245297	246038	gene.body	ostta18g01340
18	247561	247997	internal.gene.body	ostta18g01360
18	247556	248055	internal.gene.body	ostta18g01360
18	248384	249378	TSS	ostta18g01370
18	248381	249374	TSS	ostta18g01370
18	251804	252252	TSS	ostta18g01390
18	251795	252263	TSS	ostta18g01390
18	257397	257618	internal.gene.body	ostta18g01430
18	257333	257742	internal.gene.body	ostta18g01430
18	260559	261280	TSS	ostta18g01440
18	260502	261279	TSS	ostta18g01440
18	271859	273257	TSS	ostta18g01540,ostta18g01530
18	271856	273213	gene.body	ostta18g01530
18	277667	277874	intergenic	
18	277666	277874	intergenic	
18	278682	279600	TSS	ostta18g01570
18	278687	279600	TSS	ostta18g01570
18	282335	283005	TSS	ostta18g01600
18	282335	283015	TSS	ostta18g01600
18	289085	289655	TSS	ostta18g01630,ostta18g01620
18	289067	289711	TSS	ostta18g01630,ostta18g01620
18	294931	295449	TSS	ostta18g01660
18	294932	295449	TSS	ostta18g01660
18	302977	303700	TSS	ostta18g01720
18	302973	303607	TSS	ostta18g01720
18	308711	308954	internal.gene.body	ostta18g01760
18	311253	311473	intergenic	
18	315865	317240	TSS	ostta18g01830,ostta18g01820
18	315843	317207	TSS	ostta18g01830,ostta18g01820
18	324090	325271	TSS	ostta18g01890,ostta18g01880
18	324121	325251	TSS	ostta18g01890,ostta18g01880
18	326049	326817	internal.gene.body	ostta18g01890
18	326043	326817	internal.gene.body	ostta18g01890
18	330189	331117	TSS	ostta18g01920
18	330191	331125	TSS	ostta18g01920
19	62901	63264	intergenic	
19	62912	63263	intergenic	
19	84597	84773	internal.gene.body	ostta19g00320
19	100083	100254	internal.gene.body	ostta19g00410
19	123229	123430	intergenic	
2	14972	16241	internal.gene.body	ostta02g00050
2	14991	16315	internal.gene.body	ostta02g00050
2	17778	18771	gene.body	ostta02g00080
2	17782	18771	gene.body	ostta02g00080
2	20543	20918	TSS	ostta02g00093
2	21228	22224	gene.body	ostta02g00100
2	21289	22210	gene.body	ostta02g00100
2	24301	24675	intergenic	
2	24283	24672	intergenic	
2	55150	56180	TSS	ostta02g00190
2	55338	56156	TSS	ostta02g00190
2	59371	59705	TSS	ostta02g00200
2	59407	59686	TSS	ostta02g00200
2	61683	63277	gene.body	ostta02g00220,ostta02g00230
2	61664	63296	gene.body	ostta02g00220,ostta02g00230
2	78079	79083	TSS	ostta02g00290
2	78079	79083	TSS	ostta02g00290
2	79643	79923	TES	ostta02g00290
2	79663	79923	intergenic	
2	90776	91650	TSS	ostta02g00360
2	90796	91589	TSS	ostta02g00360
2	93616	94379	TSS	ostta02g00370
2	93653	94337	TSS	ostta02g00370
2	96321	96801	TSS	ostta02g00380
2	96399	96794	TSS	ostta02g00380
2	98392	99185	TSS	ostta02g00400
2	98478	99185	TSS	ostta02g00400
2	103790	104273	intergenic	
2	103820	104261	intergenic	
2	106849	107483	TSS	ostta02g00420
2	107812	108255	intergenic	
2	107834	108249	intergenic	
2	109824	110307	TSS	ostta02g00430
2	109828	110269	TSS	ostta02g00430
2	118437	118753	TSS	ostta02g00470
2	128232	128628	intergenic	
2	128235	128575	intergenic	
2	135208	135978	TSS	ostta02g00580
2	135293	135969	TSS	ostta02g00580
2	141478	142105	TSS	ostta02g00610
2	141494	142080	TSS	ostta02g00610
2	150695	151336	TSS	ostta02g00670
2	150705	151316	TSS	ostta02g00670
2	158225	158483	TES	ostta02g00700
2	182241	182471	TES	ostta02g00770
2	185661	186169	TSS	ostta02g00790
2	185661	186143	TSS	ostta02g00790
2	222461	223138	internal.gene.body	ostta02g00800
2	222401	223118	internal.gene.body	ostta02g00800
2	234017	234232	internal.gene.body	ostta02g00870
2	235506	237257	gene.body	ostta02g00890
2	235526	237184	gene.body	ostta02g00890
2	260431	261294	gene.body	ostta02g01010
2	260433	261591	gene.body	ostta02g01010
2	278577	279169	TSS	ostta02g01070
2	278665	279169	TSS	ostta02g01070
2	281685	282285	TSS	ostta02g01100
2	281685	282271	TSS	ostta02g01100
2	291434	291747	internal.gene.body	ostta02g01140
2	291360	291725	internal.gene.body	ostta02g01140
2	306053	306335	internal.gene.body	ostta02g01245
2	306078	306333	internal.gene.body	ostta02g01245
2	306821	307399	TSS	ostta02g01247
2	307080	307379	TSS	ostta02g01247
2	310016	310397	TSS	ostta02g01260
2	310139	310386	TSS	ostta02g01260
2	311368	311905	TSS	ostta02g01270
2	311396	311876	TSS	ostta02g01270
2	314823	315383	intergenic	
2	314807	315374	intergenic	
2	316230	317076	gene.body	ostta02g01300
2	316243	317056	gene.body	ostta02g01300
2	320268	320515	intergenic	
2	320240	320511	intergenic	
2	321272	321522	TSS	ostta02g01330
2	322969	323214	TSS	ostta02g01350
2	322970	323209	TSS	ostta02g01350
2	326463	326664	TSS	ostta02g01370
2	332289	332512	intergenic	
2	337142	337716	intergenic	
2	337153	337701	intergenic	
2	338106	338604	internal.gene.body	ostta02g01460
2	366898	367286	TSS	ostta02g01670
2	366900	367288	TSS	ostta02g01670
2	373762	374103	TSS	ostta02g01720
2	373802	374076	internal.gene.body	ostta02g01720
2	381969	382794	TSS	ostta02g01790
2	381998	382790	TSS	ostta02g01790
2	383280	383936	TSS	ostta02g01810
2	383277	383802	TSS	ostta02g01810
2	404620	405466	TSS	ostta02g01910
2	404637	405460	TSS	ostta02g01910
2	405949	406429	TSS	ostta02g01920
2	405951	406360	TSS	ostta02g01920
2	452282	452877	TSS	ostta02g02200
2	452286	452869	TSS	ostta02g02200
2	457435	457907	intergenic	
2	457461	457919	intergenic	
2	473468	474105	TSS	ostta02g02320
2	473474	474093	TSS	ostta02g02320
2	486335	487107	TSS	ostta02g02380
2	486361	487050	TSS	ostta02g02380
2	498565	498778	intergenic	
2	498588	498778	intergenic	
2	501541	501801	internal.gene.body	ostta02g02460
2	501547	501839	internal.gene.body	ostta02g02460
2	506379	506760	TSS	ostta02g02475
2	506400	506749	TSS	ostta02g02475
2	513538	514247	TSS	ostta02g02490
2	513571	514239	TSS	ostta02g02490
2	516593	516845	TSS	ostta02g02500
2	519188	519993	TSS	ostta02g02510
2	519199	519980	TSS	ostta02g02510
2	524180	525241	gene.body	ostta02g02530,ostta02g02540
2	524185	525223	gene.body	ostta02g02530,ostta02g02540
2	526734	528649	gene.body	ostta02g02560
2	526756	527509	gene.body	ostta02g02560
2	527805	528581	TSS	ostta02g02570
2	533771	534381	intergenic	
2	533783	534386	intergenic	
2	545833	546443	TSS	ostta02g02660
2	545841	546391	TSS	ostta02g02660
2	552008	553008	gene.body	ostta02g02700
2	552009	552967	gene.body	ostta02g02700
2	553913	554851	TSS	ostta02g02710
2	555140	555544	TES	ostta02g02715
2	553955	554618	TSS	ostta02g02710
2	555154	555450	intergenic	
2	571115	571789	TSS	ostta02g02800
2	571224	571782	TSS	ostta02g02800
2	572213	572468	TSS	ostta02g02810
2	572213	572554	TSS	ostta02g02810
2	599752	600369	TSS	ostta02g03000,ostta02g02990
2	599709	600365	TSS	ostta02g03000,ostta02g02990
2	605428	605870	intergenic	
2	605446	605870	intergenic	
2	608150	608256	internal.gene.body	ostta02g03050
2	608659	609345	TSS	ostta02g03060
2	608659	609311	TSS	ostta02g03060
2	612186	613013	TSS	ostta02g03080
2	612237	612992	TSS	ostta02g03080
2	614800	615755	TSS	ostta02g03100,ostta02g03090
2	614767	615766	TSS	ostta02g03100,ostta02g03090
2	619265	620063	TSS	ostta02g03140
2	619268	620063	TSS	ostta02g03140
2	637665	638342	TSS	ostta02g03260
2	637669	638342	TSS	ostta02g03260
2	639177	639979	TSS	ostta02g03270
2	639008	639983	TSS	ostta02g03270
2	648481	650132	TSS	ostta02g03330,ostta02g03320
2	648496	650123	TSS	ostta02g03330,ostta02g03320
2	662587	663789	TSS	ostta02g03400,ostta02g03390
2	662752	663760	TSS	ostta02g03400,ostta02g03390
2	671795	672142	internal.gene.body	ostta02g03430
2	671785	672122	internal.gene.body	ostta02g03430
2	672584	673758	TSS	ostta02g03440
2	672583	673506	TSS	ostta02g03440
2	689706	690333	TSS	ostta02g03520
2	689699	690333	TSS	ostta02g03520
2	691867	693024	gene.body	ostta02g03530
2	691900	693024	TSS	ostta02g03540,ostta02g03530
2	716988	718033	TSS	ostta02g03650,ostta02g03640
2	716947	718073	TSS	ostta02g03650,ostta02g03640
2	723074	723536	TSS	ostta02g03680
2	723077	723536	TSS	ostta02g03680
2	739452	740360	TSS	ostta02g03790,ostta02g03780
2	739453	740356	TSS	ostta02g03790,ostta02g03780
2	740652	741034	internal.gene.body	ostta02g03800
2	741623	742639	TSS	ostta02g03820,ostta02g03810
2	740691	741102	internal.gene.body	ostta02g03800
2	741681	742766	TSS	ostta02g03820,ostta02g03810
2	752828	753076	internal.gene.body	ostta02g03850
2	753531	754791	TSS	ostta02g03870,ostta02g03860
2	753556	754375	TSS	ostta02g03860
2	760321	760648	TSS	ostta02g03900
2	760321	760648	TSS	ostta02g03900
2	776063	776305	internal.gene.body	ostta02g03960
2	790642	791100	TSS	ostta02g04050
2	790643	791109	TSS	ostta02g04050
2	858746	859448	TSS	ostta02g04310,ostta02g04300
2	858773	859573	TSS	ostta02g04310
2	860151	860380	internal.gene.body	ostta02g04320
2	860151	860326	internal.gene.body	ostta02g04320
2	864473	865428	TSS	ostta02g04340
2	864465	865576	TSS	ostta02g04340
2	867958	868459	TSS	ostta02g04360
2	867959	868453	TSS	ostta02g04360
2	871534	872371	TSS	ostta02g04390
2	871576	872369	TSS	ostta02g04390
2	888066	888910	TSS	ostta02g04500
2	888097	888897	TSS	ostta02g04500
2	895581	896251	TSS	ostta02g04550
2	895507	896253	TSS	ostta02g04550
2	896811	897987	TSS	ostta02g04560
2	896802	897993	TSS	ostta02g04560
2	907715	908272	TSS	ostta02g04610
2	907738	908281	TSS	ostta02g04610
2	913226	913823	TSS	ostta02g04650
2	913196	913827	TSS	ostta02g04650
2	931518	932206	TSS	ostta02g04680
2	931523	932210	TSS	ostta02g04680
2	957660	958174	gene.body	ostta02g04840
2	963121	963471	internal.gene.body	ostta02g04880
2	963071	963427	internal.gene.body	ostta02g04880
2	970844	971081	internal.gene.body	ostta02g04930
2	970861	971081	internal.gene.body	ostta02g04930
2	971730	972145	internal.gene.body	ostta02g04940
2	973508	973716	internal.gene.body	ostta02g04950
2	986896	987287	TSS	ostta02g05050
2	986899	987286	TSS	ostta02g05050
2	996025	997116	TSS	ostta02g05090,ostta02g05080
2	995925	996945	TSS	ostta02g05090,ostta02g05080
2	1004138	1004239	internal.gene.body	ostta02g05115
2	1008824	1009639	TSS	ostta02g05150
2	1008779	1009626	TSS	ostta02g05150
2	1021932	1022143	TSS	ostta02g05225
2	1025648	1026788	TSS	ostta02g05260
2	1025696	1026784	TSS	ostta02g05260
2	1027878	1028066	TSS	ostta02g05270
2	1029905	1030219	internal.gene.body	ostta02g05290
2	1037358	1038206	TSS	ostta02g05340
2	1037362	1038190	TSS	ostta02g05340
2	1049773	1050741	TSS	ostta02g05430
2	1049773	1050763	TSS	ostta02g05430
2	1054824	1055659	TSS	ostta02g05470,ostta02g05460
2	1054804	1055664	TSS	ostta02g05470,ostta02g05460
2	1057411	1058124	TSS	ostta02g05480
2	1057415	1058122	TSS	ostta02g05480
2	1063864	1064642	TSS	ostta02g05510
2	1063869	1064564	TSS	ostta02g05510
20	1699	1919	internal.gene.body	ostta20g00020
20	6595	7419	TSS	ostta20g00035
20	6610	7419	TSS	ostta20g00035
20	16465	17294	TSS	ostta20g00100
20	16465	17272	TSS	ostta20g00100
20	20282	21887	TSS	ostta20g00130,ostta20g00120
20	20398	21662	TSS	ostta20g00130,ostta20g00120
20	24208	24450	intergenic	
20	24222	24477	intergenic	
20	25648	27009	TSS	ostta20g00170,ostta20g00160
20	25770	26963	TSS	ostta20g00170,ostta20g00160
20	33367	34771	TSS	ostta20g00200
20	33441	34776	TSS	ostta20g00200
20	37867	38281	internal.gene.body	ostta20g00220
20	37871	38255	internal.gene.body	ostta20g00220
20	43910	44827	gene.body	ostta20g00240
20	43887	44827	gene.body	ostta20g00240
20	48681	48997	TSS	ostta20g00270
20	48680	49205	TSS	ostta20g00270
20	55300	55866	TSS	ostta20g00300
20	55298	55976	TSS	ostta20g00300
20	56756	57057	internal.gene.body	ostta20g00310
20	61356	62098	TSS	ostta20g00350
20	61714	62201	TES	ostta20g00350
20	63981	65359	gene.body	ostta20g00380
20	63942	65515	gene.body	ostta20g00380
20	82806	83566	TSS	ostta20g00490,ostta20g00480
20	82770	83623	TSS	ostta20g00490,ostta20g00480
20	91501	91756	TSS	ostta20g00540
20	91396	91747	TSS	ostta20g00540
20	96016	97562	TSS	ostta20g00570,ostta20g00560
20	96332	97562	TSS	ostta20g00570,ostta20g00560
20	105062	105733	intergenic	
20	104873	106166	TSS	ostta20g00630,ostta20g00620
20	107397	108759	TSS	ostta20g00640
20	109052	109425	internal.gene.body	ostta20g00650
20	109707	110110	TES	ostta20g00660
20	107438	110078	gene.body	ostta20g00650
20	115347	116732	gene.body	ostta20g00690
20	115345	116792	gene.body	ostta20g00690
20	153311	154049	TSS	ostta20g00895,ostta20g00890
20	153324	154056	TSS	ostta20g00895,ostta20g00890
20	154584	155180	TSS	ostta20g00900
20	154592	155234	TSS	ostta20g00900
20	155511	155698	internal.gene.body	ostta20g00910
20	156614	156869	internal.gene.body	ostta20g00920
20	158190	158399	internal.gene.body	ostta20g00930
3	25006	25220	internal.gene.body	ostta03g00130
3	25006	25185	internal.gene.body	ostta03g00130
3	30592	30640	internal.gene.body	ostta03g00170
3	37869	38513	TSS	ostta03g00220
3	37873	38511	TSS	ostta03g00220
3	52247	52455	TSS	ostta03g00240
3	52884	53269	TES	ostta03g00250
3	52896	53247	TES	ostta03g00250
3	67230	67527	internal.gene.body	ostta03g00320
3	99471	99701	TSS	ostta03g00570
3	111936	112170	internal.gene.body	ostta03g00660
3	111853	112008	TSS	ostta03g00660
3	131316	131870	TSS	ostta03g00760
3	131366	131868	TSS	ostta03g00760
3	135181	135381	TSS	ostta03g00770
3	148494	149012	TSS	ostta03g00840
3	148494	149012	TSS	ostta03g00840
3	149546	149712	TES	ostta03g00850
3	160794	161798	TSS	ostta03g00910
3	160727	161793	TSS	ostta03g00910
3	178189	178828	TSS	ostta03g01020
3	178185	178830	TSS	ostta03g01020
3	182938	183283	TSS	ostta03g01060,ostta03g01050
3	191865	192424	TSS	ostta03g01100
3	191873	192423	TSS	ostta03g01100
3	205251	206094	TSS	ostta03g01170
3	205251	206094	TSS	ostta03g01170
3	229512	231867	gene.body	ostta03g01330,ostta03g01340,ostta03g01350
3	229509	231842	gene.body	ostta03g01330,ostta03g01340,ostta03g01350
3	234120	234467	intergenic	
3	234125	234467	intergenic	
3	249178	249724	TSS	ostta03g01460
3	249180	249725	TSS	ostta03g01460
3	270987	271736	TSS	ostta03g01600
3	270988	271740	TSS	ostta03g01600
3	302010	302933	TSS	ostta03g01820
3	302009	302984	TSS	ostta03g01820
3	314269	314959	TSS	ostta03g01910
3	314313	314951	TSS	ostta03g01910
3	324101	325194	TSS	ostta03g01980,ostta03g01970
3	324107	325235	TSS	ostta03g01980,ostta03g01970
3	333443	333666	internal.gene.body	ostta03g02030
3	333401	333703	internal.gene.body	ostta03g02030
3	348729	349079	internal.gene.body	ostta03g02140
3	348722	349039	internal.gene.body	ostta03g02140
3	355372	355661	TSS	ostta03g02190
3	355364	355660	TSS	ostta03g02190
3	369896	370094	intergenic	
3	373588	374028	TSS	ostta03g02290
3	373588	374028	TSS	ostta03g02290
3	387333	387679	TSS	ostta03g02370
3	387339	387703	TSS	ostta03g02370
3	390043	390638	TSS	ostta03g02380
3	390063	390639	TSS	ostta03g02380
3	398692	399067	TSS	ostta03g02450
3	399768	400377	TSS	ostta03g02470
3	399805	400363	TSS	ostta03g02470
3	407427	408327	TSS	ostta03g02540,ostta03g02530
3	407427	408345	TSS	ostta03g02540,ostta03g02530
3	421099	421142	TSS	ostta03g02620
3	426514	427823	TSS	ostta03g02670,ostta03g02660
3	426355	427792	TSS	ostta03g02670,ostta03g02660
3	431147	431508	TSS	ostta03g02700,ostta03g02690
3	430949	431514	TSS	ostta03g02700,ostta03g02690
3	434398	434631	internal.gene.body	ostta03g02720
3	434388	434652	internal.gene.body	ostta03g02720
3	441742	442777	TSS	ostta03g02770
3	441741	442786	TSS	ostta03g02770
3	463147	463389	internal.gene.body	ostta03g02830
3	463134	463417	internal.gene.body	ostta03g02830
3	479295	479599	internal.gene.body	ostta03g02925
3	479295	479661	internal.gene.body	ostta03g02925
3	485598	486415	TSS	ostta03g02960
3	485598	486649	TSS	ostta03g02970,ostta03g02960
3	488162	488672	intergenic	
3	488163	488672	intergenic	
3	529032	529266	internal.gene.body	ostta03g03200
3	529029	529327	internal.gene.body	ostta03g03200
3	539183	540171	TSS	ostta03g03240
3	538807	540160	TSS	ostta03g03240,ostta03g03230
3	540497	540913	internal.gene.body	ostta03g03250
3	540523	540904	internal.gene.body	ostta03g03250
3	545138	546130	TSS	ostta03g03300,ostta03g03290
3	545124	546107	TSS	ostta03g03300,ostta03g03290
3	567556	568507	TSS	ostta03g03390
3	567769	568507	TSS	ostta03g03390
3	584814	586195	TSS	ostta03g03520,ostta03g03510
3	584801	586209	TSS	ostta03g03520,ostta03g03510
3	599318	599848	TSS	ostta03g03600
3	613344	613563	internal.gene.body	ostta03g03680
3	613373	613563	internal.gene.body	ostta03g03680
3	632618	632697	internal.gene.body	ostta03g03825
3	679257	679488	TSS	ostta03g04120
3	708104	709436	TSS	ostta03g04290,ostta03g04280
3	708098	709434	TSS	ostta03g04290,ostta03g04280
3	717131	717520	TSS	ostta03g04340
3	717070	717509	TSS	ostta03g04340
3	718766	719103	TSS	ostta03g04350
3	718766	719084	TSS	ostta03g04350
3	719821	720835	TSS	ostta03g04370,ostta03g04360
3	719796	720835	TSS	ostta03g04370,ostta03g04360
3	721472	722435	TSS	ostta03g04380
3	721527	722435	TSS	ostta03g04380
3	738327	739111	TSS	ostta03g04500
3	739393	739921	TSS	ostta03g04510
3	738355	739920	TSS	ostta03g04510,ostta03g04500
3	744343	745821	TSS	ostta03g04550,ostta03g04540
3	744520	745754	TSS	ostta03g04550,ostta03g04540
3	762275	763073	TSS	ostta03g04660
3	762390	763086	TSS	ostta03g04660
3	770161	770798	TSS	ostta03g04670
3	770152	770788	TSS	ostta03g04670
3	801019	801530	TSS	ostta03g04830
3	801029	801530	TSS	ostta03g04830
3	812386	812969	TSS	ostta03g04920
3	812386	812968	TSS	ostta03g04920
3	815673	815896	internal.gene.body	ostta03g04940
3	817607	818229	gene.body	ostta03g04960
3	817606	818245	gene.body	ostta03g04960
3	819455	820431	TSS	ostta03g04980,ostta03g04970
3	819456	820410	TSS	ostta03g04980,ostta03g04970
3	848406	848528	TSS	ostta03g05090
3	848095	848528	TSS	ostta03g05090
3	871088	871452	TSS	ostta03g05220,ostta03g05210
3	871198	871440	TSS	ostta03g05220,ostta03g05210
3	880527	880968	TSS	ostta03g05300
3	880531	880983	TSS	ostta03g05300
3	891363	891602	internal.gene.body	ostta03g05380
3	891384	891602	internal.gene.body	ostta03g05380
3	895616	896796	TSS	ostta03g05410,ostta03g05400
3	895563	896847	TSS	ostta03g05410,ostta03g05400
3	901290	901580	TSS	ostta03g05435
3	901512	901581	internal.gene.body	ostta03g05435
3	902262	903337	TSS	ostta03g05450,ostta03g05440
3	901908	901933	internal.gene.body	ostta03g05435
3	902233	903355	TSS	ostta03g05450,ostta03g05440
3	909969	911483	gene.body	ostta03g05480
3	909969	911483	gene.body	ostta03g05480
3	958033	958787	TSS	ostta03g05760
3	957586	958775	TSS	ostta03g05760,ostta03g05750
3	980132	980301	TSS	ostta03g05900
4	12571	13417	TSS	ostta04g00090
4	12588	13411	TSS	ostta04g00090
4	19207	19596	TSS	ostta04g00130
4	19207	19596	TSS	ostta04g00130
4	47974	48957	TSS	ostta04g00350,ostta04g00340
4	47878	48952	TSS	ostta04g00350,ostta04g00340
4	52559	53363	TSS	ostta04g00370
4	52569	53283	TSS	ostta04g00370
4	104908	105131	internal.gene.body	ostta04g00630
4	145724	146310	TSS	ostta04g00830
4	145725	146313	TSS	ostta04g00830
4	166226	166460	intergenic	
4	166220	166444	intergenic	
