chr	start	end	peak.annotation	target.genes
3	164202	169198	gene.body	ostta03g00930
3	175346	175732	internal.gene.body	ostta03g00990
3	214612	214709	internal.gene.body	ostta03g01240
3	215003	215407	internal.gene.body	ostta03g01240
3	248311	248693	TES	ostta03g01440
3	273513	275724	gene.body	ostta03g01630
3	297930	300006	gene.body	ostta03g01790
3	300860	301771	intergenic	
3	302553	304424	TSS	ostta03g01830
3	305320	307187	gene.body	ostta03g01850,ostta03g01860
3	312657	314555	gene.body	ostta03g01900
3	315674	318253	TES	ostta03g01920
3	327162	327387	internal.gene.body	ostta03g01990
3	331045	332523	TES	ostta03g02020
3	338398	342715	TES	ostta03g02080
3	359232	361663	gene.body	ostta03g02220
3	395701	398612	gene.body	ostta03g02430,ostta03g02440
3	410244	412842	gene.body	ostta03g02570
3	422419	423390	internal.gene.body	ostta03g02640
3	438596	441054	gene.body	ostta03g02750
3	447195	447735	internal.gene.body	ostta03g02800
3	448465	455245	internal.gene.body	ostta03g02810
3	461019	462630	TES	ostta03g02825
3	482212	485954	gene.body	ostta03g02950
3	497287	498980	internal.gene.body	ostta03g03030
3	499308	500763	TES	ostta03g03030
3	525683	526096	internal.gene.body	ostta03g03180
3	530208	531566	internal.gene.body	ostta03g03210
3	542049	543142	TES	ostta03g03260
3	559810	560094	internal.gene.body	ostta03g03380
3	562199	562976	internal.gene.body	ostta03g03380
3	563201	563565	internal.gene.body	ostta03g03380
3	564211	564615	internal.gene.body	ostta03g03380
3	573633	576549	gene.body	ostta03g03430
3	592865	593269	internal.gene.body	ostta03g03570
3	593694	593994	internal.gene.body	ostta03g03570
3	597722	598339	TES	ostta03g03580
3	601911	602099	internal.gene.body	ostta03g03600
3	622363	623125	internal.gene.body	ostta03g03760
3	657870	658242	internal.gene.body	ostta03g03980
3	658585	660942	internal.gene.body	ostta03g03980
3	660972	662266	TSS	ostta03g03990
3	720905	721588	internal.gene.body	ostta03g04370
3	753407	754397	TES	ostta03g04610
3	756043	759368	gene.body	ostta03g04630
3	773235	774312	internal.gene.body	ostta03g04700
3	785666	791314	gene.body	ostta03g04770,ostta03g04780
3	791626	791973	internal.gene.body	ostta03g04790
3	821500	822035	internal.gene.body	ostta03g04980
3	838762	847181	internal.gene.body	ostta03g05090
3	865970	868956	gene.body	ostta03g05200
3	884063	886722	gene.body	ostta03g05330
3	888476	889009	internal.gene.body	ostta03g05360
3	889787	890663	TES	ostta03g05370
3	923961	925148	internal.gene.body	ostta03g05560
3	926234	927254	internal.gene.body	ostta03g05560
3	958172	964933	gene.body	ostta03g05770,ostta03g05780
3	988234	997348	gene.body	ostta03g05990,ostta03g06000,ostta03g06010,ostta03g06020,ostta03g06030
4	0	3269	gene.body	ostta04g00010,ostta04g00015
4	28726	30230	internal.gene.body	ostta04g00190
4	35344	36364	TES	ostta04g00230
4	79028	80504	internal.gene.body	ostta04g00500
4	93880	94056	internal.gene.body	ostta04g00570
4	110013	110145	internal.gene.body	ostta04g00680
4	112055	113623	gene.body	ostta04g00690
4	113929	114890	internal.gene.body	ostta04g00700
4	115285	115888	internal.gene.body	ostta04g00700
4	134831	136661	internal.gene.body	ostta04g00800
4	137371	137852	internal.gene.body	ostta04g00800
4	138384	138751	internal.gene.body	ostta04g00800
4	144117	144127	internal.gene.body	ostta04g00820
4	148253	148526	internal.gene.body	ostta04g00840
4	154121	154332	internal.gene.body	ostta04g00870
4	171069	171914	internal.gene.body	ostta04g00960
4	186367	187641	TES	ostta04g01050
4	228696	229374	internal.gene.body	ostta04g01300
4	230716	230928	internal.gene.body	ostta04g01300
4	232036	233569	internal.gene.body	ostta04g01300
4	234898	234962	internal.gene.body	ostta04g01300
4	242216	242434	internal.gene.body	ostta04g01350
4	276944	278598	TES	ostta04g01610
4	283164	286273	TES	ostta04g01650
4	297610	299695	gene.body	ostta04g01745
4	302495	304734	internal.gene.body	ostta04g01770
4	330173	330188	internal.gene.body	ostta04g01900
4	330488	330545	internal.gene.body	ostta04g01900
4	334394	334818	internal.gene.body	ostta04g01920
4	337939	339731	internal.gene.body	ostta04g01940
4	340041	341459	gene.body	ostta04g01950
4	349106	351492	TES	ostta04g01990
4	357321	360873	gene.body	ostta04g02030
4	372038	374695	internal.gene.body	ostta04g02090
4	376210	376526	internal.gene.body	ostta04g02100
4	382011	384121	internal.gene.body	ostta04g02130
4	386702	387373	internal.gene.body	ostta04g02140
4	389551	389611	internal.gene.body	ostta04g02150
4	396190	396408	internal.gene.body	ostta04g02200
4	403439	403554	internal.gene.body	ostta04g02200
4	413550	414143	TES	ostta04g02240
4	416439	418019	TES	ostta04g02260
4	497019	497363	internal.gene.body	ostta04g02830
4	497838	498823	internal.gene.body	ostta04g02830
4	505548	505785	internal.gene.body	ostta04g02860
4	518851	521429	TES	ostta04g02920
4	529197	533051	gene.body	ostta04g03010
4	548809	551441	internal.gene.body	ostta04g03110
4	583776	586074	gene.body	ostta04g03380
4	591450	591701	TSS	ostta04g03430
4	594765	595724	internal.gene.body	ostta04g03440
4	596950	597994	internal.gene.body	ostta04g03440
4	599231	599823	internal.gene.body	ostta04g03440
4	612173	615624	internal.gene.body	ostta04g03490
4	623121	624532	internal.gene.body	ostta04g03540
4	634794	637212	gene.body	ostta04g03630
4	641756	642855	gene.body	ostta04g03690
4	660438	661533	TES	ostta04g03830
4	690092	690347	internal.gene.body	ostta04g04010
4	695648	698998	TES	ostta04g04050
4	704678	705534	internal.gene.body	ostta04g04100
4	723945	727695	TES	ostta04g04250
4	753972	754217	internal.gene.body	ostta04g04470
4	754513	754957	internal.gene.body	ostta04g04480
4	770182	772862	TES	ostta04g04580
4	774467	775093	internal.gene.body	ostta04g04600
4	779657	781116	TES	ostta04g04640
4	785643	788022	internal.gene.body	ostta04g04680
4	800150	800298	TES	ostta04g04760
4	801789	802425	intergenic	
4	807353	807677	internal.gene.body	ostta04g04790
4	808603	808960	internal.gene.body	ostta04g04790
4	809848	810090	internal.gene.body	ostta04g04790
4	811305	811592	internal.gene.body	ostta04g04790
4	852968	854241	internal.gene.body	ostta04g05040
4	863742	864086	internal.gene.body	ostta04g05130
4	893061	894976	TES	ostta04g05320
4	897898	901435	gene.body	ostta04g05370
4	901788	905724	internal.gene.body	ostta04g05380
4	922606	922815	internal.gene.body	ostta04g05470
4	938886	944948	gene.body	ostta04g05580,ostta04g05590,ostta04g05600
5	0	710	TES	ostta05g00010
5	2047	3517	TES	ostta05g00020
5	5130	7684	TES	ostta05g00040
5	7856	8090	internal.gene.body	ostta05g00050
5	118195	123696	gene.body	ostta05g00820
5	139415	140169	internal.gene.body	ostta05g00970
5	152053	156118	gene.body	ostta05g01050,ostta05g01055
5	198951	200257	internal.gene.body	ostta05g01320
5	210005	211469	internal.gene.body	ostta05g01380
5	211846	212056	internal.gene.body	ostta05g01380
5	220615	222357	TSS	ostta05g01440
5	246424	246685	internal.gene.body	ostta05g01610
5	254347	254584	TES	ostta05g01660
5	319269	323150	TES	ostta05g02050
5	352961	353221	intergenic	
5	363459	364181	internal.gene.body	ostta05g02270
5	369391	370527	TES	ostta05g02320
5	373676	376834	gene.body	ostta05g02360,ostta05g02370
5	383715	394700	gene.body	ostta05g02420,ostta05g02422
5	395066	395861	internal.gene.body	ostta05g02426
5	396269	397146	internal.gene.body	ostta05g02426
5	399026	399236	internal.gene.body	ostta05g02426
5	404796	406719	internal.gene.body	ostta05g02450
5	436564	436656	internal.gene.body	ostta05g02660
5	466733	468400	TES	ostta05g02830
5	488105	488600	internal.gene.body	ostta05g02940
5	502485	503217	TES	ostta05g03030
5	504658	508223	gene.body	ostta05g03050
5	511315	513055	TES	ostta05g03090
5	535162	539010	gene.body	ostta05g03280
5	557546	560275	internal.gene.body	ostta05g03410
5	570265	581357	gene.body	ostta05g03500
5	583540	586653	TES	ostta05g03530
5	589451	589740	internal.gene.body	ostta05g03560
5	603436	604994	TES	ostta05g03650
5	621271	623491	internal.gene.body	ostta05g03760
5	629861	630900	TES	ostta05g03810
5	637590	640429	gene.body	ostta05g03880
5	642293	642622	internal.gene.body	ostta05g03910
5	644334	648890	gene.body	ostta05g03930
5	651701	652054	internal.gene.body	ostta05g03950
5	668850	672117	gene.body	ostta05g04080
5	672900	673577	internal.gene.body	ostta05g04090
5	676954	685454	gene.body	ostta05g04110
5	686033	686225	internal.gene.body	ostta05g04120
5	686321	686702	internal.gene.body	ostta05g04120
5	696726	697290	internal.gene.body	ostta05g04200
5	697634	698076	internal.gene.body	ostta05g04200
5	698367	698848	internal.gene.body	ostta05g04200
5	699142	699334	internal.gene.body	ostta05g04210
5	711130	711507	internal.gene.body	ostta05g04290
5	721500	723929	gene.body	ostta05g04365
5	741141	741548	internal.gene.body	ostta05g04470
5	758579	760015	internal.gene.body	ostta05g04580
5	768761	776578	gene.body	ostta05g04650
5	788242	791290	gene.body	ostta05g04740
5	791684	791950	TSS	ostta05g04760
5	804616	807183	TES	ostta05g04870
5	809609	810314	TSS	ostta05g04885
5	811813	812255	internal.gene.body	ostta05g04890
5	815511	816308	TES	ostta05g04920
5	823802	825576	gene.body	ostta05g04970
5	831226	835544	gene.body	ostta05g05020
6	0	4254	gene.body	ostta06g00010
6	8527	8723	internal.gene.body	ostta06g00050
6	9154	10412	internal.gene.body	ostta06g00050
6	12713	21833	gene.body	ostta06g00060,ostta06g00070
6	53877	57523	gene.body	ostta06g00330
6	83339	86227	gene.body	ostta06g00500,ostta06g00510
6	87841	93243	gene.body	ostta06g00530,ostta06g00540,ostta06g00550
6	95402	95751	TES	ostta06g00580
6	120693	122995	TES	ostta06g00760
6	145029	146136	TES	ostta06g00890
6	166329	166610	internal.gene.body	ostta06g01010
6	184078	186592	gene.body	ostta06g01110
6	199487	201569	gene.body	ostta06g01230
6	203361	212351	gene.body	ostta06g01270,ostta06g01280
6	212604	212774	internal.gene.body	ostta06g01290
6	216831	217460	internal.gene.body	ostta06g01310
6	251707	252153	internal.gene.body	ostta06g01500
6	264234	265576	TSS	ostta06g01550
6	304574	304833	internal.gene.body	ostta06g01830
6	321212	321506	intergenic	
6	341135	341706	internal.gene.body	ostta06g02060
6	351150	351463	internal.gene.body	ostta06g02100
6	377342	378210	TES	ostta06g02290
6	379593	383340	gene.body	ostta06g02310
6	387817	388040	TES	ostta06g02360
6	405239	405646	internal.gene.body	ostta06g02440
6	406265	406690	internal.gene.body	ostta06g02440
6	414462	416168	gene.body	ostta06g02500
6	424007	424143	internal.gene.body	ostta06g02560
6	424148	424588	internal.gene.body	ostta06g02560
6	426778	428031	internal.gene.body	ostta06g02570
6	429254	429439	internal.gene.body	ostta06g02570
6	432189	432422	internal.gene.body	ostta06g02590
6	452910	458723	TES	ostta06g02700
6	461346	462339	internal.gene.body	ostta06g02730
6	467358	468362	internal.gene.body	ostta06g02780
6	472156	475888	internal.gene.body	ostta06g02800
6	501677	504338	TES	ostta06g03010
6	506258	509193	TES	ostta06g03030
6	513355	513617	internal.gene.body	ostta06g03040
6	532080	536153	TES	ostta06g03160
6	558680	562360	internal.gene.body	ostta06g03320
6	576484	576701	internal.gene.body	ostta06g03380
6	577045	577260	internal.gene.body	ostta06g03380
6	586711	587027	internal.gene.body	ostta06g03440
6	611557	611758	internal.gene.body	ostta06g03580
6	613115	614224	TSS	ostta06g03590
6	620306	622693	internal.gene.body	ostta06g03630
6	638725	640834	TES	ostta06g03730
6	664592	666846	TES	ostta06g03880
6	670146	671445	internal.gene.body	ostta06g03910
6	681510	681921	internal.gene.body	ostta06g03990
6	694468	694738	internal.gene.body	ostta06g04080
6	720821	722488	TES	ostta06g04260
6	731101	732536	internal.gene.body	ostta06g04300
6	734798	735031	internal.gene.body	ostta06g04300
6	741973	743312	gene.body	ostta06g04345
6	752142	752648	internal.gene.body	ostta06g04400
6	753032	755420	internal.gene.body	ostta06g04400
6	756255	756444	internal.gene.body	ostta06g04420
6	759311	759817	internal.gene.body	ostta06g04440
6	760117	760965	TES	ostta06g04440
6	761598	777626	gene.body	ostta06g04460,ostta06g04470
6	783487	785239	gene.body	ostta06g04550
6	785669	789423	gene.body	ostta06g04580
6	792837	793602	gene.body	ostta06g04630
7	0	2084	TES	ostta07g00010
7	5277	9157	TES	ostta07g00020
7	17873	18830	internal.gene.body	ostta07g00090
7	49218	49813	internal.gene.body	ostta07g00270
7	105329	108833	gene.body	ostta07g00660,ostta07g00670
7	109157	109193	TSS	ostta07g00680
7	109798	109995	internal.gene.body	ostta07g00690
7	123473	125021	TSS	ostta07g00810
7	132997	133960	gene.body	ostta07g00900
7	150433	150481	internal.gene.body	ostta07g01050
7	153889	155658	gene.body	ostta07g01080
7	174845	180974	gene.body	ostta07g01250
7	184533	186321	gene.body	ostta07g01300
7	196039	196141	internal.gene.body	ostta07g01380
7	196606	196859	internal.gene.body	ostta07g01380
7	223499	223809	internal.gene.body	ostta07g01570
7	239151	240274	internal.gene.body	ostta07g01640
7	240867	241330	internal.gene.body	ostta07g01640
7	244890	245686	internal.gene.body	ostta07g01640
7	248978	249622	internal.gene.body	ostta07g01640
7	271662	272132	internal.gene.body	ostta07g01770
7	284092	284829	internal.gene.body	ostta07g01850
7	295548	300543	TSS	ostta07g01910
7	300852	301425	internal.gene.body	ostta07g01920
7	303082	303596	intergenic	
7	306295	308880	TES	ostta07g01950
7	338112	339129	TES	ostta07g02130
7	372789	377396	gene.body	ostta07g02320
7	401566	402336	TES	ostta07g02510
7	412485	412845	internal.gene.body	ostta07g02570
7	442950	443247	internal.gene.body	ostta07g02760
7	447025	447388	internal.gene.body	ostta07g02770
7	474844	476919	gene.body	ostta07g02960
7	478643	479040	internal.gene.body	ostta07g02970
7	492961	493238	internal.gene.body	ostta07g03060
7	496208	499114	gene.body	ostta07g03080
7	501324	501808	internal.gene.body	ostta07g03110
7	507255	507749	TSS	ostta07g03150
7	512722	518680	gene.body	ostta07g03210,ostta07g03220
7	519331	522621	gene.body	ostta07g03240,ostta07g03250
7	528580	528729	internal.gene.body	ostta07g03320
7	558642	559708	internal.gene.body	ostta07g03510
7	560044	564707	internal.gene.body	ostta07g03510
7	575377	576887	TES	ostta07g03560
7	581556	581913	internal.gene.body	ostta07g03590
7	582050	589184	gene.body	ostta07g03600
7	612198	615974	gene.body	ostta07g03750,ostta07g03760
7	618090	619769	TES	ostta07g03790
7	620104	623247	TES	ostta07g03810
7	625145	626828	TES	ostta07g03830
7	634308	638345	TES	ostta07g03900
7	642831	646245	internal.gene.body	ostta07g03950
7	649697	652035	TES	ostta07g03980
7	658001	661407	TES	ostta07g04030
7	682142	689693	gene.body	ostta07g04200,ostta07g04210,ostta07g04220,ostta07g04230
7	702481	706641	gene.body	ostta07g04340
7	713221	714373	TES	ostta07g04380
7	716245	719554	TES	ostta07g04410
7	720947	723979	TES	ostta07g04430
7	747449	749011	TES	ostta07g04600
7	767599	770246	gene.body	ostta07g04760
8	0	2184	TES	ostta08g00010
8	3084	8778	gene.body	ostta08g00020,ostta08g00030
8	18037	20642	gene.body	ostta08g00090
8	40743	41522	internal.gene.body	ostta08g00240
8	54876	55333	TSS	ostta08g00350
8	58157	65315	gene.body	ostta08g00380,ostta08g00390,ostta08g00400
8	66133	67895	TES	ostta08g00410
8	74018	74287	internal.gene.body	ostta08g00460
8	83354	85077	TES	ostta08g00520
8	85231	85979	internal.gene.body	ostta08g00530
8	101892	104963	gene.body	ostta08g00680
8	124210	124503	internal.gene.body	ostta08g00790
8	142924	144710	TES	ostta08g00850
8	153633	154574	internal.gene.body	ostta08g00900
8	154850	154946	internal.gene.body	ostta08g00900
8	155037	155206	internal.gene.body	ostta08g00900
8	155471	155848	internal.gene.body	ostta08g00900
8	200737	202397	internal.gene.body	ostta08g01210
8	205001	205322	internal.gene.body	ostta08g01240
8	212709	212928	internal.gene.body	ostta08g01280
8	213359	216281	internal.gene.body	ostta08g01280
8	241557	245301	gene.body	ostta08g01380
8	255362	260041	internal.gene.body	ostta08g01440
8	268010	269837	internal.gene.body	ostta08g01520
8	295668	296835	internal.gene.body	ostta08g01690
8	303801	304176	intergenic	
8	304954	305295	intergenic	
8	308431	309823	internal.gene.body	ostta08g01740
8	315836	316320	internal.gene.body	ostta08g01790
8	323599	323862	internal.gene.body	ostta08g01850
8	324976	327557	gene.body	ostta08g01860
8	329570	331327	TES	ostta08g01880
8	343192	343454	internal.gene.body	ostta08g01950
8	356353	358311	internal.gene.body	ostta08g02040
8	360135	360250	internal.gene.body	ostta08g02040
8	380363	383571	gene.body	ostta08g02190
8	412791	413914	internal.gene.body	ostta08g02400
8	439646	441482	TES	ostta08g02560
8	447155	448449	TES	ostta08g02610
8	469213	469550	internal.gene.body	ostta08g02750
8	471982	472212	internal.gene.body	ostta08g02760
8	508615	512703	TSS	ostta08g03000
8	523382	523564	internal.gene.body	ostta08g03070
8	559874	560317	internal.gene.body	ostta08g03300
8	562618	563002	internal.gene.body	ostta08g03310
8	615756	616149	internal.gene.body	ostta08g03650
8	624229	627058	gene.body	ostta08g03710
8	635860	638403	gene.body	ostta08g03780
8	639813	641586	gene.body	ostta08g03810
8	647816	647878	internal.gene.body	ostta08g03860
8	661421	665194	gene.body	ostta08g03960
8	666713	669152	internal.gene.body	ostta08g03990
8	675953	681471	gene.body	ostta08g04060
8	697350	698928	gene.body	ostta08g04190
8	708663	709051	internal.gene.body	ostta08g04260
8	709456	709670	internal.gene.body	ostta08g04260
8	710401	710584	internal.gene.body	ostta08g04270
8	711083	714111	gene.body	ostta08g04280,ostta08g04290
8	715239	715433	internal.gene.body	ostta08g04310
8	716277	717457	TES	ostta08g04310
9	5	4513	gene.body	ostta09g00010
9	5554	7389	TES	ostta09g00030
9	32234	34488	gene.body	ostta09g00240
9	52494	52710	internal.gene.body	ostta09g00390
9	55598	56968	internal.gene.body	ostta09g00400
9	59191	59589	TES	ostta09g00420
9	60372	60588	internal.gene.body	ostta09g00430
9	61494	64676	gene.body	ostta09g00440
9	65347	66624	gene.body	ostta09g00460
9	80622	85037	gene.body	ostta09g00590
9	92932	93974	internal.gene.body	ostta09g00650
9	94765	94986	internal.gene.body	ostta09g00660
9	102359	102562	internal.gene.body	ostta09g00710
9	119234	119819	internal.gene.body	ostta09g00800
9	149937	150826	internal.gene.body	ostta09g01040
9	152069	154909	gene.body	ostta09g01060
9	178725	178990	internal.gene.body	ostta09g01210
9	185261	185473	internal.gene.body	ostta09g01240
9	192049	195229	internal.gene.body	ostta09g01300
9	200185	201585	internal.gene.body	ostta09g01330
9	209646	209856	intergenic	
9	210175	210397	internal.gene.body	ostta09g01410
9	238154	240016	TSS	ostta09g01615
9	250696	250912	internal.gene.body	ostta09g01700
9	251596	252026	internal.gene.body	ostta09g01700
9	257011	259747	gene.body	ostta09g01750
9	261526	265955	internal.gene.body	ostta09g01770
9	273505	276817	gene.body	ostta09g01830
9	287481	289541	internal.gene.body	ostta09g01910
9	339934	341348	internal.gene.body	ostta09g02210
9	377290	381809	gene.body	ostta09g02430
9	385141	389522	gene.body	ostta09g02480,ostta09g02490
9	402284	404739	gene.body	ostta09g02600
9	410579	410617	intergenic	
9	481112	481325	internal.gene.body	ostta09g03140
9	489956	490568	internal.gene.body	ostta09g03190
9	498729	501027	gene.body	ostta09g03240,ostta09g03250
9	503926	505138	gene.body	ostta09g03290
9	507671	509593	gene.body	ostta09g03330
9	510722	510922	internal.gene.body	ostta09g03340
9	512303	513906	TES	ostta09g03350
9	518041	521614	gene.body	ostta09g03390,ostta09g03400
9	542355	542685	internal.gene.body	ostta09g03530
9	557120	559702	internal.gene.body	ostta09g03600
9	582337	583013	internal.gene.body	ostta09g03760
9	583552	586385	TSS	ostta09g03765
9	608253	608631	internal.gene.body	ostta09g03880
9	629736	631579	internal.gene.body	ostta09g04000
9	634224	634616	internal.gene.body	ostta09g04020
9	660567	660823	internal.gene.body	ostta09g04190
9	695887	698334	gene.body	ostta09g04430
9	701499	704724	gene.body	ostta09g04460,ostta09g04470,ostta09g04480
9	705882	707276	TES	ostta09g04490
9	707911	713054	gene.body	ostta09g04520,ostta09g04530
