chr	start	end	peak.annotation	target.genes
4	357648	360669	TSS	ostta04g02030
4	529768	532387	TSS	ostta04g03010
4	529768	532387	TSS	ostta04g03010
4	549428	550756	internal.gene.body	ostta04g03110
4	549428	550756	internal.gene.body	ostta04g03110
4	584000	585775	TES	ostta04g03370
4	584000	585775	TES	ostta04g03370
4	614668	615242	internal.gene.body	ostta04g03490
4	614668	615242	internal.gene.body	ostta04g03490
4	623547	624327	internal.gene.body	ostta04g03540
4	623547	624327	internal.gene.body	ostta04g03540
4	634845	636960	gene.body	ostta04g03630
4	634842	636960	gene.body	ostta04g03630
4	660724	661069	TES	ostta04g03830
4	660724	661069	TES	ostta04g03830
4	695900	698640	internal.gene.body	ostta04g04050
4	695900	698640	internal.gene.body	ostta04g04050
4	704954	705439	internal.gene.body	ostta04g04100
4	704954	705462	internal.gene.body	ostta04g04100
4	724118	724733	TES	ostta04g04260
4	724153	724733	TES	ostta04g04260
4	727264	727584	internal.gene.body	ostta04g04260
4	727264	727604	internal.gene.body	ostta04g04260
4	771693	771950	internal.gene.body	ostta04g04590
4	771674	771950	internal.gene.body	ostta04g04590
4	801981	802216	intergenic	
4	801981	802219	intergenic	
4	898767	901228	TES	ostta04g05370
4	898767	901243	TES	ostta04g05370
4	903102	905507	internal.gene.body	ostta04g05380
4	903102	905360	internal.gene.body	ostta04g05380
4	939379	941932	gene.body	ostta04g05580
4	939379	941932	gene.body	ostta04g05580
4	942630	942828	TSS	ostta04g05590
4	942630	942657	internal.gene.body	ostta04g05590
4	943203	944948	TSS	ostta04g05600
4	943203	944948	TSS	ostta04g05600
5	118246	123402	gene.body	ostta05g00820
5	118240	123456	gene.body	ostta05g00820
5	152500	155891	gene.body	ostta05g01050,ostta05g01055
5	152500	155891	gene.body	ostta05g01050,ostta05g01055
5	319886	322969	internal.gene.body	ostta05g02060
5	319886	322969	internal.gene.body	ostta05g02060
5	373990	376730	TES	ostta05g02360
5	373990	376730	TES	ostta05g02360
5	384484	386669	gene.body	ostta05g02420
5	384466	386760	gene.body	ostta05g02420
5	388646	393070	internal.gene.body	ostta05g02426
5	388646	393070	internal.gene.body	ostta05g02426
5	504958	507885	TES	ostta05g03050
5	504958	507885	TES	ostta05g03050
5	511905	512865	TES	ostta05g03090
5	511905	512865	TES	ostta05g03090
5	536856	537793	internal.gene.body	ostta05g03270
5	536856	537793	internal.gene.body	ostta05g03270
5	538169	538507	internal.gene.body	ostta05g03280
5	538169	538507	internal.gene.body	ostta05g03280
5	570690	576924	TSS	ostta05g03500
5	570690	576924	TSS	ostta05g03500
5	577702	581029	TES	ostta05g03500
5	577702	581029	TES	ostta05g03500
5	584449	584688	internal.gene.body	ostta05g03540
5	584449	584688	internal.gene.body	ostta05g03540
5	585085	585843	internal.gene.body	ostta05g03540
5	585085	585843	internal.gene.body	ostta05g03540
5	637665	640362	gene.body	ostta05g03880
5	637646	640362	gene.body	ostta05g03880
5	644574	647672	gene.body	ostta05g03930
5	644574	647672	gene.body	ostta05g03930
5	670106	672038	TES	ostta05g04080
5	670106	672038	TES	ostta05g04080
5	677809	678079	internal.gene.body	ostta05g04100
5	677809	678079	internal.gene.body	ostta05g04100
5	679342	685017	gene.body	ostta05g04110
5	679342	685017	gene.body	ostta05g04110
5	722492	723593	TSS	ostta05g04365
5	722492	723593	TSS	ostta05g04365
5	759403	759676	internal.gene.body	ostta05g04580
5	759403	759676	internal.gene.body	ostta05g04580
5	768981	776367	TES	ostta05g04640
5	768981	776367	TES	ostta05g04640
5	788787	791035	TSS	ostta05g04740
5	788787	791035	TSS	ostta05g04740
5	791721	791925	internal.gene.body	ostta05g04760
5	791711	791925	internal.gene.body	ostta05g04760
5	804779	806990	internal.gene.body	ostta05g04870
5	804779	806992	internal.gene.body	ostta05g04870
5	823920	825181	internal.gene.body	ostta05g04970
5	823920	825181	internal.gene.body	ostta05g04970
5	831391	835279	gene.body	ostta05g05020
5	831391	835279	gene.body	ostta05g05020
6	156	3429	gene.body	ostta06g00010
6	154	3429	gene.body	ostta06g00010
6	3720	4015	internal.gene.body	ostta06g00020
6	3720	4015	internal.gene.body	ostta06g00020
6	12747	14146	TSS	ostta06g00055
6	12742	14255	TSS	ostta06g00055
6	14830	18525	gene.body	ostta06g00060
6	14830	18525	gene.body	ostta06g00060
6	19359	21826	gene.body	ostta06g00070
6	19359	21824	gene.body	ostta06g00070
6	54183	57200	TES	ostta06g00330
6	54183	57200	TES	ostta06g00330
6	83437	85863	gene.body	ostta06g00500
6	83437	85863	gene.body	ostta06g00500
6	88920	92558	gene.body	ostta06g00540
6	88920	92558	gene.body	ostta06g00540
6	120829	122560	internal.gene.body	ostta06g00760
6	120829	122887	internal.gene.body	ostta06g00760
6	185541	185927	internal.gene.body	ostta06g01110
6	185541	185927	internal.gene.body	ostta06g01110
6	203573	204209	internal.gene.body	ostta06g01270
6	203702	204209	internal.gene.body	ostta06g01270
6	205279	205543	internal.gene.body	ostta06g01280
6	205279	205543	internal.gene.body	ostta06g01280
6	208365	209731	internal.gene.body	ostta06g01290
6	208365	209731	internal.gene.body	ostta06g01290
6	210241	210519	internal.gene.body	ostta06g01290
6	210241	210519	internal.gene.body	ostta06g01290
6	211245	211511	internal.gene.body	ostta06g01290
6	211245	211511	internal.gene.body	ostta06g01290
6	264642	265140	internal.gene.body	ostta06g01550
6	264642	265347	TSS	ostta06g01550
6	379640	382791	gene.body	ostta06g02310
6	379628	382791	gene.body	ostta06g02310
6	414750	415607	internal.gene.body	ostta06g02500
6	414750	415607	internal.gene.body	ostta06g02500
6	453650	458545	TES	ostta06g02700
6	453650	458545	TES	ostta06g02700
6	461409	462086	internal.gene.body	ostta06g02730
6	461409	462086	internal.gene.body	ostta06g02730
6	472649	474765	internal.gene.body	ostta06g02800
6	472649	474765	internal.gene.body	ostta06g02800
6	475158	475692	internal.gene.body	ostta06g02800
6	475158	475597	internal.gene.body	ostta06g02800
6	507125	508765	internal.gene.body	ostta06g03030
6	507125	508806	internal.gene.body	ostta06g03030
6	533181	533493	internal.gene.body	ostta06g03160
6	533181	533493	internal.gene.body	ostta06g03160
6	533874	535996	internal.gene.body	ostta06g03160
6	533874	536002	internal.gene.body	ostta06g03160
6	559040	561021	internal.gene.body	ostta06g03320
6	559040	561021	internal.gene.body	ostta06g03320
6	639325	640000	internal.gene.body	ostta06g03730
6	639325	640000	internal.gene.body	ostta06g03730
6	665120	666460	internal.gene.body	ostta06g03890
6	665120	666460	internal.gene.body	ostta06g03890
6	721094	721707	internal.gene.body	ostta06g04260
6	721094	721699	internal.gene.body	ostta06g04260
6	762020	777318	gene.body	ostta06g04460,ostta06g04470
6	762020	777318	gene.body	ostta06g04460,ostta06g04470
6	783841	784933	gene.body	ostta06g04550
6	783841	784933	gene.body	ostta06g04550
6	786322	787768	TES	ostta06g04570
6	786322	787768	TES	ostta06g04570
7	211	1652	TES	ostta07g00010
7	203	1652	TES	ostta07g00010
7	6222	6480	internal.gene.body	ostta07g00030
7	6222	6480	internal.gene.body	ostta07g00030
7	6959	7954	internal.gene.body	ostta07g00030
7	6959	7954	internal.gene.body	ostta07g00030
7	105722	108338	gene.body	ostta07g00670
7	105722	108338	gene.body	ostta07g00670
7	123898	124448	internal.gene.body	ostta07g00810
7	123898	124448	internal.gene.body	ostta07g00810
7	154139	154884	TSS	ostta07g01080
7	154139	154884	TSS	ostta07g01080
7	175418	180399	gene.body	ostta07g01250
7	175418	180399	gene.body	ostta07g01250
7	184874	186321	gene.body	ostta07g01300
7	184874	186316	gene.body	ostta07g01300
7	271743	271969	internal.gene.body	ostta07g01770
7	271743	271969	internal.gene.body	ostta07g01770
7	303185	303558	intergenic	
7	303184	303558	intergenic	
7	338351	339058	internal.gene.body	ostta07g02140
7	338351	339058	internal.gene.body	ostta07g02140
7	372850	375572	TSS	ostta07g02320
7	372850	375572	TSS	ostta07g02320
7	475165	476886	gene.body	ostta07g02960
7	475146	476886	gene.body	ostta07g02960
7	496239	498898	gene.body	ostta07g03080
7	496234	498898	gene.body	ostta07g03080
7	513080	518538	gene.body	ostta07g03220
7	513080	518538	gene.body	ostta07g03220
7	519867	522057	gene.body	ostta07g03240,ostta07g03250
7	519867	522059	gene.body	ostta07g03240,ostta07g03250
7	560887	562633	internal.gene.body	ostta07g03510
7	560887	562633	internal.gene.body	ostta07g03510
7	575529	575950	internal.gene.body	ostta07g03560
7	575529	575950	internal.gene.body	ostta07g03560
7	582060	582371	internal.gene.body	ostta07g03590
7	582060	582371	internal.gene.body	ostta07g03590
7	583439	588584	gene.body	ostta07g03600
7	583439	588584	gene.body	ostta07g03600
7	612980	615323	gene.body	ostta07g03750
7	612980	615323	gene.body	ostta07g03750
7	620436	622870	TES	ostta07g03810
7	620436	622919	TES	ostta07g03810
7	636054	636442	internal.gene.body	ostta07g03900
7	636054	636442	internal.gene.body	ostta07g03900
7	643725	644506	internal.gene.body	ostta07g03950
7	643725	644506	internal.gene.body	ostta07g03950
7	644811	645771	internal.gene.body	ostta07g03950
7	644811	645771	internal.gene.body	ostta07g03950
7	649882	651540	internal.gene.body	ostta07g03980
7	649882	651540	internal.gene.body	ostta07g03980
7	658588	660984	internal.gene.body	ostta07g04040
7	658588	660984	internal.gene.body	ostta07g04040
7	682558	685875	TES	ostta07g04200
7	682561	685875	TES	ostta07g04200
7	686828	689234	gene.body	ostta07g04230
7	686828	689234	gene.body	ostta07g04230
7	703437	706583	gene.body	ostta07g04340
7	703437	706583	gene.body	ostta07g04340
7	716653	719008	internal.gene.body	ostta07g04410
7	716653	719008	internal.gene.body	ostta07g04410
7	721322	723444	TES	ostta07g04430
7	721322	723444	TES	ostta07g04430
7	748033	748951	TES	ostta07g04610
7	748033	748951	TES	ostta07g04610
7	767836	769885	gene.body	ostta07g04760
7	767836	769883	gene.body	ostta07g04760
8	199	1863	TES	ostta08g00010
8	191	1863	TES	ostta08g00010
8	3084	8763	gene.body	ostta08g00020
8	3084	8763	gene.body	ostta08g00020
8	18532	20590	gene.body	ostta08g00090
8	18532	20590	gene.body	ostta08g00090
8	54916	55256	internal.gene.body	ostta08g00350
8	54916	55256	internal.gene.body	ostta08g00350
8	58498	65094	gene.body	ostta08g00390,ostta08g00400
8	58498	65086	gene.body	ostta08g00390,ostta08g00400
8	102059	102383	intergenic	
8	102059	102424	intergenic	
8	103191	104414	internal.gene.body	ostta08g00680
8	103191	104414	internal.gene.body	ostta08g00680
8	214207	214996	internal.gene.body	ostta08g01280
8	214201	214996	internal.gene.body	ostta08g01280
8	241674	244728	internal.gene.body	ostta08g01380
8	241674	244739	internal.gene.body	ostta08g01380
8	256644	259786	internal.gene.body	ostta08g01440
8	256644	259786	internal.gene.body	ostta08g01440
8	303832	304130	intergenic	
8	303829	304141	intergenic	
8	325270	327417	TSS	ostta08g01850
8	325270	327423	TSS	ostta08g01850
8	329908	330425	internal.gene.body	ostta08g01880
8	329908	330425	internal.gene.body	ostta08g01880
8	381273	382042	internal.gene.body	ostta08g02180
8	381273	382042	internal.gene.body	ostta08g02180
8	439748	441302	internal.gene.body	ostta08g02560
8	439748	441302	internal.gene.body	ostta08g02560
8	511095	512382	internal.gene.body	ostta08g03010
8	511095	512369	internal.gene.body	ostta08g03010
8	624445	626874	gene.body	ostta08g03710
8	624445	626874	gene.body	ostta08g03710
8	636213	637897	gene.body	ostta08g03780
8	636213	637897	gene.body	ostta08g03780
8	640350	641359	TSS	ostta08g03810
8	640350	641359	TSS	ostta08g03810
8	661948	663077	gene.body	ostta08g03960
8	661948	663069	gene.body	ostta08g03960
8	667582	667797	internal.gene.body	ostta08g03990
8	667582	667797	internal.gene.body	ostta08g03990
8	677235	680994	gene.body	ostta08g04060
8	677235	680994	gene.body	ostta08g04060
8	697394	698815	TSS	ostta08g04190
8	697396	698815	TSS	ostta08g04190
8	711164	713823	gene.body	ostta08g04280,ostta08g04290
8	711159	713823	gene.body	ostta08g04280,ostta08g04290
9	790	3676	TES	ostta09g00010
9	790	3676	TES	ostta09g00010
9	5824	6901	internal.gene.body	ostta09g00030
9	5824	6901	internal.gene.body	ostta09g00030
9	32596	34079	gene.body	ostta09g00240
9	32596	34079	gene.body	ostta09g00240
9	61542	64105	gene.body	ostta09g00440
9	61531	64105	gene.body	ostta09g00440
9	65514	66298	internal.gene.body	ostta09g00460
9	65514	66298	internal.gene.body	ostta09g00460
9	80839	84543	gene.body	ostta09g00590
9	80839	84543	gene.body	ostta09g00590
9	153364	153643	TSS	ostta09g01060
9	153364	153643	TSS	ostta09g01060
9	154243	154465	internal.gene.body	ostta09g01070
9	154243	154570	internal.gene.body	ostta09g01070
9	192776	194509	internal.gene.body	ostta09g01300
9	192776	194509	internal.gene.body	ostta09g01300
9	239056	239764	internal.gene.body	ostta09g01615
9	239056	239764	internal.gene.body	ostta09g01615
9	257741	258621	TSS	ostta09g01750
9	257741	258621	TSS	ostta09g01750
9	259364	259695	internal.gene.body	ostta09g01760
9	259364	259703	internal.gene.body	ostta09g01760
9	263337	264248	internal.gene.body	ostta09g01770
9	263337	264248	internal.gene.body	ostta09g01770
9	273767	276304	TES	ostta09g01830
9	273767	276304	TES	ostta09g01830
9	287790	288212	internal.gene.body	ostta09g01910
9	287790	288212	internal.gene.body	ostta09g01910
9	377839	381630	gene.body	ostta09g02430
9	377839	381630	gene.body	ostta09g02430
9	385383	389146	gene.body	ostta09g02480
9	385383	389146	gene.body	ostta09g02480
9	402767	404664	gene.body	ostta09g02600
9	402767	404669	gene.body	ostta09g02600
9	498801	500883	gene.body	ostta09g03240
9	498801	500883	gene.body	ostta09g03240
9	503963	504771	internal.gene.body	ostta09g03290
9	503963	504771	internal.gene.body	ostta09g03290
9	508025	509136	TES	ostta09g03330
9	508025	509136	TES	ostta09g03330
9	512782	513034	internal.gene.body	ostta09g03350
9	512782	513034	internal.gene.body	ostta09g03350
9	518188	520266	TES	ostta09g03390
9	518154	520266	TES	ostta09g03390
9	557828	558225	internal.gene.body	ostta09g03600
9	557828	558225	internal.gene.body	ostta09g03600
9	558563	558833	internal.gene.body	ostta09g03600
9	558563	558833	internal.gene.body	ostta09g03600
9	583796	586041	internal.gene.body	ostta09g03765
9	583796	586041	internal.gene.body	ostta09g03765
9	695950	698302	gene.body	ostta09g04430
9	695950	698334	gene.body	ostta09g04430
9	702529	704362	gene.body	ostta09g04470
9	702529	704362	gene.body	ostta09g04470
9	708489	710121	TES	ostta09g04510
9	708489	710111	TES	ostta09g04510
9	710626	712606	TES	ostta09g04530
9	710617	712593	TES	ostta09g04530
