Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
ostta03g05550	-	3	+	918900	919604	117.146103	87.745972	91.736023
ostta03g05560	-	3	-	919680	928736	9.808325	7.346732	7.680808
ostta03g05570	-	3	-	928935	929990	107.900566	80.820786	84.495934
ostta03g05580	-	3	+	930029	931300	31.621855	23.685726	24.762779
ostta03g05590	-	3	-	931382	932662	31.523029	23.611702	24.685390
ostta03g05600	-	3	-	932773	933705	33.113613	24.803097	25.930964
ostta03g05610	-	3	+	934103	934564	70.225105	52.600731	54.992626
ostta03g05620	-	3	-	934640	936154	53.446205	40.032822	41.853226
ostta03g05630	-	3	+	936261	937838	57.751583	43.257683	45.224728
ostta03g05640	-	3	-	937977	939440	105.014343	78.658920	82.235756
ostta03g05650	-	3	+	939516	940012	119.347107	89.394592	93.459610
ostta03g05660	-	3	-	940089	940752	7.845896	5.876813	6.144048
ostta03g05670	-	3	-	940861	942384	37.421917	28.030146	29.304754
ostta03g05675	-	3	-	942525	943832	51.000763	38.201111	39.938225
ostta03g05680	-	3	+	943843	944973	68.597702	51.381752	53.718224
ostta03g05690	-	3	+	945054	946118	48.759624	36.522430	38.183208
ostta03g05700	-	3	-	946183	947520	36.854259	27.604954	28.860228
ostta03g05710	-	3	-	947609	951091	17.573931	13.163405	13.761981
ostta03g05715	-	3	-	951167	951769	44.869659	33.608730	35.137012
ostta03g05720	-	3	+	951841	953469	74.206261	55.582729	58.110233
ostta03g05730	-	3	-	953518	955074	55.292229	41.415550	43.298828
ostta03g05740	-	3	-	955467	956846	63.255074	47.379963	49.534458
ostta03g05750	-	3	-	957042	957832	122.190720	91.524544	95.686417
ostta03g05760	-	3	+	958157	959171	1018.321228	762.753357	797.437866
ostta03g05780	-	3	+	962440	964878	0.324313	0.242920	0.253966
ostta03g05790	-	3	+	964951	965427	483.235870	361.958252	378.417511
ostta03g05800	-	3	+	965924	966985	56.702450	42.471851	44.403160
ostta03g05810	-	3	-	967021	969108	53.026340	39.718330	41.524433
ostta03g05820	-	3	+	969442	970071	105.536507	79.050034	82.644653
ostta03g05830	-	3	+	970107	971030	40.838745	30.589455	31.980440
ostta03g05840	-	3	+	971311	971853	60.051567	44.980438	47.025826
ostta03g05850	-	3	-	971899	973356	47.799038	35.802925	37.430981
ostta03g05860	-	3	+	973487	974497	35.274975	26.422022	27.623505
ostta03g05870	-	3	+	974580	975353	45.758396	34.274422	35.832973
ostta03g05880	-	3	-	975435	976217	89.630905	67.136261	70.189125
ostta03g05885	-	3	-	976360	977499	64.347366	48.198120	50.389824
ostta03g05890	-	3	-	978001	979698	54.200680	40.597946	42.444050
ostta03g05900	-	3	-	979894	980286	62.292622	46.659058	48.780769
ostta03g05910	-	3	-	980772	982505	256.548431	192.162537	200.900696
ostta03g05920	-	3	+	982817	983812	284.159637	212.844162	222.522781
ostta03g05930	-	3	-	983841	984662	31.231144	23.393070	24.456818
ostta03g05940	-	3	+	984715	985533	115.339996	86.393143	90.321678
ostta03g05950	-	3	-	985690	986409	60.509724	45.323612	47.384602
ostta03g05960	-	3	+	986536	987282	48.910309	36.635300	38.301208
ostta03g05970	-	3	-	987308	987991	85.057022	63.710278	66.607361
ostta03g05980	-	3	+	988156	988450	13.499669	10.111660	10.571465
ostta03g05990	-	3	-	988610	989983	3.885326	2.910227	3.042563
ostta03g06000	-	3	-	991300	991512	15.154049	11.350841	11.866995
ostta03g06010	-	3	-	991728	994435	1.711099	1.281665	1.339946
ostta03g06020	-	3	+	994449	995393	4.497353	3.368654	3.521835
ostta03g06030	-	3	+	996206	996700	16.296970	12.206923	12.762006
ostta04g00010	-	4	+	470	1567	3.489982	2.614102	2.732972
ostta04g00015	-	4	-	1978	2667	48.381161	36.238953	37.886837
ostta04g00020	-	4	-	2726	3547	40.289539	30.178082	31.550364
ostta04g00030	-	4	+	3823	4713	76.668915	57.427334	60.038712
ostta04g00040	-	4	+	4825	5181	92.490196	69.277954	72.428215
ostta04g00050	-	4	-	5337	6617	29.996098	22.467983	23.489666
ostta04g00060	-	4	+	6904	8322	42.828049	32.079506	33.538246
ostta04g00070	-	4	+	8450	9373	131.008652	98.129440	102.591652
ostta04g00080	-	4	+	9519	10205	54.090248	40.515232	42.357571
ostta04g00090	-	4	-	10310	13322	342.734985	256.718872	268.392578
ostta04g00100	-	4	+	13560	14189	156.447617	117.183998	122.512672
ostta04g00110	-	4	-	14277	15167	67.332214	50.433865	52.727230
ostta04g00120	-	4	-	15493	16839	61.248699	45.877129	47.963287
ostta04g00125	-	4	-	16946	18253	52.600151	39.399105	41.190689
ostta04g00130	-	4	-	18563	19587	930.727722	697.143188	728.844238
ostta04g00150	-	4	-	21040	22194	24.154976	18.092808	18.915537
ostta04g00160	-	4	+	22367	23773	10.184791	7.628716	7.975615
ostta04g00170	-	4	-	23827	26283	161.252335	120.782867	126.275200
ostta04g00180	-	4	+	26861	28518	36.861061	27.610046	28.865553
ostta04g00190	-	4	-	28566	30851	26.117235	19.562597	20.452164
ostta04g00200	-	4	-	31029	32327	81.778290	61.254410	64.039818
ostta04g00220	-	4	+	32482	34203	87.522652	65.557106	68.538170
ostta04g00230	-	4	+	34502	36155	68.337677	51.186985	53.514603
ostta04g00240	-	4	-	36272	37723	58.088154	43.509781	45.488293
ostta04g00250	-	4	+	37850	38791	49.233547	36.877415	38.554333
ostta04g00260	-	4	-	38867	39814	76.424576	57.244320	59.847374
ostta04g00270	-	4	-	39993	41033	39.184437	29.350328	30.684967
ostta04g00280	-	4	+	41186	42088	51.148396	38.311695	40.053833
ostta04g00290	-	4	-	42238	43041	48.719780	36.492588	38.152008
ostta04g00300	-	4	+	43261	44154	341.096191	255.491364	267.109253
ostta04g00310	-	4	-	44237	44521	28.631578	21.445917	22.421122
ostta04g00320	-	4	-	44789	45503	479.611115	359.243225	375.578979
ostta04g00330	-	4	+	46149	47606	192.637177	144.291061	150.852386
ostta04g00340	-	4	-	47680	48327	61.891975	46.358963	48.467030
ostta04g00350	-	4	+	48481	50670	1.874886	1.404346	1.468206
ostta04g00360	-	4	-	50751	51182	190.437500	142.643448	149.129837
ostta04g00365	-	4	+	51654	52370	67.163177	50.307251	52.594856
ostta04g00370	-	4	+	52788	55079	143.239349	107.290604	112.169395
ostta04g00380	-	4	-	55355	56836	160.796219	120.441223	125.918030
ostta04g00390	-	4	-	56945	57742	126.362152	94.649071	98.953026
ostta04g00400	-	4	+	57901	61071	93.874489	70.314827	73.512238
ostta04g00410	-	4	+	61215	62054	8.188095	6.133131	6.412021
ostta04g00420	-	4	-	62215	62838	436.743378	327.133972	342.009674
ostta04g00430	-	4	+	63382	64709	295.295441	221.185211	231.243118
ostta04g00440	-	4	-	64853	65668	249.612747	186.967499	195.469421
ostta04g00450	-	4	-	65905	68343	74.297318	55.650936	58.181541
ostta04g00460	-	4	-	68499	70990	50.400085	37.751186	39.467838
ostta04g00470	-	4	+	71152	73428	84.869568	63.569874	66.460571
ostta04g00480	-	4	+	73549	76242	32.810692	24.576200	25.693747
ostta04g00490	-	4	+	76380	77713	145.261612	108.805336	113.753021
ostta04g00500	-	4	+	77860	81069	65.634888	49.162518	51.398071
ostta04g00510	-	4	+	81457	82956	202.947662	152.013931	158.926422
ostta04g00520	-	4	+	83127	84102	98.865799	74.053474	77.420891
ostta04g00530	-	4	-	84403	86928	111.059776	83.187134	86.969879
ostta04g00540	-	4	+	87129	87965	129.842285	97.255791	101.678284
ostta04g00550	-	4	+	88030	88974	102.760857	76.970985	80.471069
ostta04g00560	-	4	+	89163	93052	57.505665	43.073483	45.032150
ostta04g00570	-	4	-	93669	95174	107.805443	80.749535	84.421440
ostta04g00580	-	4	+	95893	99669	43.671696	32.711418	34.198898
ostta04g00590	-	4	+	99780	100703	35.967533	26.940769	28.165840
ostta04g00600	-	4	-	100749	101186	201.022827	150.572174	157.419113
ostta04g00610	-	4	+	101359	103311	126.169479	94.504753	98.802147
ostta04g00620	-	4	+	103386	104265	53.553825	40.113434	41.937500
ostta04g00630	-	4	-	104282	105178	73.770348	55.256218	57.768871
ostta04g00640	-	4	-	105347	106513	60.543274	45.348743	47.410873
ostta04g00650	-	4	-	106614	107327	73.267509	54.879581	57.375107
ostta04g00660	-	4	+	107383	108189	53.236679	39.875881	41.689148
ostta04g00670	-	4	-	108214	109590	18.305012	13.711007	14.334484
ostta04g00680	-	4	-	109753	112088	46.687092	34.970043	36.560226
ostta04g00690	-	4	+	112166	113378	0.312873	0.234351	0.245008
ostta04g00700	-	4	+	113742	116654	40.885342	30.624357	32.016930
ostta04g00710	-	4	-	116704	117402	41.376251	30.992064	32.401360
ostta04g00720	-	4	+	117535	119490	34.563396	25.889029	27.066275
ostta04g00730	-	4	+	119663	120790	228.197693	170.926971	178.699493
ostta04g00740	-	4	+	120914	122708	40.018879	29.975349	31.338413
ostta04g00750	-	4	+	122799	125504	36.774944	27.545546	28.798117
ostta04g00760	-	4	+	125650	129469	57.377285	42.977322	44.931618
ostta04g00770	-	4	+	129615	132047	71.282776	53.392956	55.820877
ostta04g00780	-	4	-	132072	133688	43.569572	32.634926	34.118927
ostta04g00790	-	4	+	133733	134647	35.584698	26.654013	27.866045
ostta04g00800	-	4	-	134713	141444	28.691328	21.490673	22.467913
ostta04g00810	-	4	-	141569	142714	75.078537	56.236092	58.793304
ostta04g00815	-	4	-	142869	143444	59.234375	44.368336	46.385887
ostta04g00820	-	4	-	143658	145673	50.683041	37.963127	39.689415
ostta04g00830	-	4	+	146071	147060	194.523239	145.703781	152.329330
ostta04g00840	-	4	-	147106	149502	52.624947	39.417675	41.210106
ostta04g00850	-	4	+	149573	151300	45.473957	34.061367	35.610233
ostta04g00860	-	4	-	151332	152378	53.638012	40.176495	42.003429
ostta04g00870	-	4	+	152458	155799	44.400360	33.257214	34.769508
ostta04g00880	-	4	-	155936	158683	85.394104	63.962765	66.871330
ostta04g00890	-	4	+	158801	159331	37.363464	27.986366	29.258982
ostta04g00900	-	4	-	159405	161009	86.845482	65.049889	68.007889
ostta04g00910	-	4	+	161021	164872	43.328671	32.454483	33.930279
ostta04g00920	-	4	+	164942	166123	33.903553	25.394785	26.549557
ostta04g00930	-	4	+	167088	168668	54.937382	41.149761	43.020950
ostta04g00940	-	4	+	168754	169515	35.492126	26.584675	27.793554
ostta04g00950	-	4	+	169826	170629	132.644272	99.354568	103.872498
ostta04g00960	-	4	-	170737	174228	33.049541	24.755104	25.880789
ostta04g00970	-	4	+	174637	176563	134.255539	100.561462	105.134262
ostta04g00990	-	4	-	176662	177657	30.419680	22.785259	23.821369
ostta04g01000	-	4	-	177767	179554	38.728748	29.009003	30.328121
ostta04g01010	-	4	+	179836	180849	316.364014	236.966217	247.741699
ostta04g01020	-	4	-	180992	181966	0.452308	0.338792	0.354198
ostta04g01030	-	4	+	182177	183913	64.772598	48.516636	50.722820
ostta04g01040	-	4	+	184046	185020	132.237946	99.050217	103.554306
ostta04g01050	-	4	+	185176	187617	38.585995	28.902077	30.216333
ostta04g01060	-	4	+	187684	188055	14.731183	11.034101	11.535852
ostta04g01070	-	4	-	188220	188945	87.192528	65.309837	68.279655
ostta04g01080	-	4	+	188992	189693	28.377493	21.255600	22.222151
ostta04g01090	-	4	-	189769	190387	6.370588	4.771763	4.988748
ostta04g01100	-	4	-	190783	191661	172.817978	129.445892	135.332153
ostta04g01110	-	4	+	191764	192492	37.533607	28.113806	29.392220
ostta04g01120	-	4	-	192525	194684	167.996765	125.834656	131.556702
ostta04g01130	-	4	+	194953	195774	228.169098	170.905563	178.677109
ostta04g01140	-	4	-	195877	197406	114.837257	86.016579	89.927986
ostta04g01150	-	4	+	198214	199652	280.042969	209.760651	219.299042
ostta04g01160	-	4	+	200164	203205	65.319534	48.926304	51.151119
ostta04g01170	-	4	+	203298	204143	27.046099	20.258345	21.179548
ostta04g01180	-	4	+	204391	207162	33.491341	25.086027	26.226757
ostta04g01190	-	4	+	207237	208637	52.891506	39.617336	41.418846
ostta04g01200	-	4	+	208720	209502	17.429119	13.054936	13.648582
ostta04g01210	-	4	+	209763	210701	210.133118	157.396057	164.553284
ostta04g01220	-	4	-	210864	211718	152.246796	114.037453	119.223053
ostta04g01230	-	4	+	211851	212861	79.606331	59.627548	62.338974
ostta04g01240	-	4	-	212937	214175	62.595642	46.886028	49.018066
ostta04g01250	-	4	-	214332	216491	70.249077	52.618683	55.011402
ostta04g01260	-	4	+	216682	218329	67.977859	50.917473	53.232826
ostta04g01270	-	4	-	218518	219690	1505.432617	1127.614502	1178.890259
ostta04g01280	-	4	-	219876	222101	32.721924	24.509710	25.624233
ostta04g01290	-	4	+	222357	223004	57.919754	43.383648	45.356422
ostta04g01300	-	4	-	223120	236370	31.840088	23.849188	24.933676
ostta04g01310	-	4	+	236737	237712	2402.862793	1799.816772	1881.659546
ostta04g01320	-	4	+	238020	240017	29.990992	22.464159	23.485666
ostta04g01330	-	4	-	240079	240822	84.439514	63.247749	66.123795
ostta04g01340	-	4	-	241085	241838	205.103668	153.628845	160.614777
ostta04g01350	-	4	-	242148	243290	62.594925	46.885490	49.017502
ostta04g01360	-	4	+	243763	245280	51.686428	38.714699	40.475163
ostta04g01380	-	4	+	245993	246331	82.578178	61.853550	64.666199
ostta04g01390	-	4	-	246377	248119	52.139988	39.054424	40.830338
ostta04g01400	-	4	+	248223	248971	712.932861	534.008240	558.291077
ostta04g01410	-	4	-	249112	249570	107.165581	80.270256	83.920372
ostta04g01420	-	4	+	249753	252000	13.227723	9.907964	10.358507
ostta04g01440	-	4	+	252268	252582	255.434921	191.328476	200.028717
ostta04g01450	-	4	-	252741	254324	64.224113	48.105801	50.293304
ostta04g01460	-	4	+	254841	256415	50.705399	37.979877	39.706928
ostta04g01470	-	4	+	256535	256852	73.223274	54.846447	57.340462
ostta04g01480	-	4	-	256963	258438	176.455963	132.170853	138.181030
ostta04g01490	-	4	+	259289	260080	576.799255	432.040070	451.686096
ostta04g01500	-	4	-	260385	261902	242.579056	181.699051	189.961395
ostta04g01510	-	4	+	262391	262753	327.460052	245.277481	256.430939
ostta04g01520	-	4	-	262893	263459	5.590829	4.187700	4.378126
ostta04g01530	-	4	+	263800	265602	145.876312	109.265770	114.234390
ostta04g01540	-	4	+	265732	266991	21.969049	16.455482	17.203758
ostta04g01550	-	4	+	267062	268441	38.521015	28.853405	30.165449
ostta04g01560	-	4	+	268564	269631	59.509365	44.574314	46.601231
ostta04g01570	-	4	+	270000	274100	97.202881	72.807892	76.118668
ostta04g01580	-	4	-	274268	275020	80.212486	60.081573	62.813652
ostta04g01590	-	4	+	275202	275438	67.472572	50.538998	52.837147
ostta04g01600	-	4	+	275462	276130	73.958145	55.396885	57.915936
ostta04g01610	-	4	+	276348	277868	68.072975	50.988716	53.307312
ostta04g01620	-	4	-	277960	279049	169.307617	126.816521	132.583221
ostta04g01630	-	4	+	279064	279363	332.763336	249.249786	260.583862
ostta04g01640	-	4	-	279388	280171	474.439484	355.369507	371.529144
ostta04g01650	-	4	+	280548	283655	70.746780	52.991478	55.401150
ostta04g01660	-	4	-	283734	287039	62.789776	47.031441	49.170090
ostta04g01670	-	4	+	287285	288205	119.029320	89.156555	93.210754
ostta04g01680	-	4	-	288257	290017	19.991482	14.974224	15.655144
ostta04g01690	-	4	+	290227	290751	41.586666	31.149672	32.566132
ostta04g01700	-	4	-	290814	291533	32.780556	24.553627	25.670149
ostta04g01710	-	4	-	291632	294132	27.274969	20.429777	21.358774
ostta04g01720	-	4	-	294373	295425	29.033237	21.746771	22.735659
ostta04g01730	-	4	-	295631	296629	201.093094	150.624802	157.474121
ostta04g01740	-	4	+	296972	297700	46.242271	34.636860	36.211891
ostta04g01745	-	4	-	297697	299028	3.763800	2.819200	2.947397
ostta04g01750	-	4	-	299103	300560	32.296295	24.190901	25.290928
ostta04g01760	-	4	-	300761	301339	1582.796143	1185.562134	1239.472900
ostta04g01770	-	4	+	302044	304767	44.225403	33.126163	34.632504
ostta04g01780	-	4	-	304801	305349	95.413483	71.467583	74.717407
ostta04g01790	-	4	+	305760	306958	1179.523682	883.498962	923.674011
ostta04g01800	-	4	-	307201	308010	43.534569	32.608707	34.091515
ostta04g01810	-	4	+	308174	309101	133.374802	99.901756	104.444565
ostta04g01820	-	4	+	309346	310296	127.055733	95.168587	99.496162
ostta04g01830	-	4	-	310366	314703	76.350159	57.188580	59.789101
ostta04g01840	-	4	+	315003	318560	45.569298	34.132782	35.684891
ostta04g01845	-	4	+	318638	320098	30.052704	22.510384	23.533993
ostta04g01850	-	4	-	320145	322823	47.658829	35.697903	37.321186
ostta04g01860	-	4	+	323336	324569	1802.489014	1350.118774	1411.512329
ostta04g01870	-	4	+	324822	326087	21.499210	16.103558	16.835831
ostta04g01880	-	4	-	326181	327616	92.251762	69.099358	72.241493
ostta04g01900	-	4	+	328319	331837	12.416595	9.300406	9.723320
ostta04g01910	-	4	+	331966	332826	46.666668	34.954742	36.544235
ostta04g01920	-	4	-	332865	336317	37.973358	28.443192	29.736586
ostta04g01930	-	4	-	336585	337739	55.514286	41.581875	43.472721
ostta04g01940	-	4	-	337847	339913	23.032413	17.251974	18.036469
ostta04g01950	-	4	+	340164	340832	0.295964	0.221686	0.231767
ostta04g01960	-	4	-	340988	343981	14.280227	10.696321	11.182713
ostta04g01970	-	4	-	344082	345229	8.008523	5.998626	6.271400
ostta04g01980	-	4	+	345513	348491	77.822090	58.291100	60.941753
ostta04g01990	-	4	+	348668	350611	28.037554	21.000975	21.955948
ostta04g01995	-	4	-	350635	351975	31.750933	23.782408	24.863859
ostta04g02000	-	4	-	352041	353987	39.020546	29.227568	30.556625
ostta04g02010	-	4	+	354384	356105	82.790359	62.012482	64.832359
ostta04g02020	-	4	-	356358	357467	23.463062	17.574543	18.373705
ostta04g02030	-	4	+	357790	360774	0.992630	0.743510	0.777319
ostta04g02040	-	4	+	360954	363518	82.946198	62.129208	64.954399
ostta04g02050	-	4	+	363681	366869	19.940107	14.935743	15.614913
ostta04g02060	-	4	+	366950	367987	40.232178	30.135117	31.505442
ostta04g02070	-	4	-	368043	368426	61.705730	46.219460	48.321186
ostta04g02080	-	4	-	368465	369655	148.192276	111.000496	116.047989
ostta04g02090	-	4	+	370231	374796	324.643066	243.167465	254.224976
ostta04g02100	-	4	+	375235	378094	18.585720	13.921267	14.554304
ostta04g02105	-	4	-	378165	378878	83.187675	62.310085	65.143494
ostta04g02110	-	4	-	379102	380640	98.027939	73.425888	76.764763
ostta04g02120	-	4	+	380809	381195	5.462533	4.091602	4.277659
ostta04g02130	-	4	-	381333	384710	107.869446	80.797478	84.471558
ostta04g02140	-	4	-	385102	388518	44.048874	32.993938	34.494263
ostta04g02150	-	4	-	388683	391172	53.812050	40.306850	42.139713
ostta04g02160	-	4	+	391477	392160	95.347221	71.417953	74.665527
ostta04g02170	-	4	-	392293	392931	5.292645	3.964351	4.144621
ostta04g02180	-	4	+	393162	393701	347.834808	260.538788	272.386200
ostta04g02190	-	4	+	394326	394697	47.301075	35.429935	37.041031
ostta04g02200	-	4	+	394957	407490	53.376816	39.980846	41.798889
ostta04g02210	-	4	+	408071	410575	13.915769	10.423331	10.897309
ostta04g02220	-	4	+	410767	411516	39.333332	29.461853	30.801567
ostta04g02230	-	4	-	411588	412103	212.594940	159.240036	166.481125
ostta04g02240	-	4	+	412724	414100	135.039215	101.148453	105.747955
ostta04g02250	-	4	+	414570	415409	108.495239	81.266212	84.961609
ostta04g02260	-	4	+	415494	416579	21.313997	15.964828	16.690794
ostta04g02270	-	4	-	416646	419633	58.529449	43.840324	45.833866
ostta04g02280	-	4	+	419995	420621	62.228867	46.611301	48.730846
ostta04g02290	-	4	-	420635	423142	30.881578	23.131235	24.183077
ostta04g02300	-	4	-	423239	424006	129.886703	97.289062	101.713066
ostta04g02310	-	4	+	424218	426068	60.784435	45.529381	47.599728
ostta04g02320	-	4	+	426210	426968	123.722015	92.671532	96.885559
ostta04g02330	-	4	-	427014	428471	41.158436	30.828911	32.230789
ostta04g02340	-	4	-	428596	429690	41.259361	30.904509	32.309822
ostta04g02350	-	4	+	429946	431283	99.896858	74.825768	78.228294
ostta04g02360	-	4	-	431374	432303	42.370968	31.737137	33.180309
ostta04g02370	-	4	-	432431	433459	224.340134	168.037537	175.678665
ostta04g02380	-	4	+	433778	434553	288.432220	216.044449	225.868591
ostta04g02390	-	4	-	434618	436993	242.743469	181.822205	190.090149
ostta04g02400	-	4	-	437315	438631	123.414581	92.441254	96.644814
ostta04g02410	-	4	+	438828	439934	53.582657	40.135029	41.960079
ostta04g02420	-	4	+	440313	441140	123.857491	92.773003	96.991646
ostta04g02430	-	4	-	441410	441604	61.928204	46.386097	48.495399
ostta04g02440	-	4	+	442016	442985	83.226288	62.339005	65.173729
ostta04g02450	-	4	-	443109	444128	69.024513	51.701447	54.052452
ostta04g02460	-	4	+	444260	445393	78.162254	58.545891	61.208134
ostta04g02480	-	4	+	446261	447658	41.603718	31.162443	32.579483
ostta04g02490	-	4	+	447993	449690	305.615417	228.915176	239.324600
ostta04g02500	-	4	-	449821	450624	127.279854	95.336464	99.671669
ostta04g02510	-	4	-	450770	452502	2260.576660	1693.240356	1770.236572
ostta04g02520	-	4	+	452869	453555	88.703056	66.441269	69.462540
ostta04g02530	-	4	-	453602	455326	77.049278	57.712234	60.336575
ostta04g02540	-	4	+	455416	457164	57.565468	43.118275	45.078983
ostta04g02550	-	4	-	457239	457754	74.048447	55.464523	57.986649
ostta04g02560	-	4	+	458006	458353	38.649429	28.949591	30.266006
ostta04g02570	-	4	-	458410	459063	109.749237	82.205498	85.943611
ostta04g02580	-	4	+	459350	460034	576.471985	431.794922	451.429871
ostta04g02590	-	4	+	460472	461746	61.065884	45.740192	47.820126
ostta04g02600	-	4	-	461864	462559	181.975571	136.305191	142.503372
ostta04g02610	-	4	+	462897	465716	83.436882	62.496746	65.338646
ostta04g02620	-	4	-	465744	466520	58.583656	43.880928	45.876316
ostta04g02630	-	4	+	466550	467932	56.838032	42.573406	44.509335
ostta04g02640	-	4	-	468394	469143	42.368000	31.734913	33.177986
ostta04g02650	-	4	-	469236	471515	75.391228	56.470310	59.038166
ostta04g02660	-	4	+	471638	473377	43.113792	32.293533	33.762009
ostta04g02670	-	4	+	473508	474452	0.439153	0.328939	0.343897
ostta04g02680	-	4	-	474493	475077	27.413673	20.533670	21.467394
ostta04g02690	-	4	+	475315	476067	77.015274	57.686771	60.309944
ostta04g02700	-	4	+	476561	477109	39.797813	29.809765	31.165297
ostta04g02710	-	4	-	477246	477686	412.362823	308.872223	322.917480
ostta04g02720	-	4	+	477874	478977	246.701996	184.787247	193.190033
ostta04g02730	-	4	-	479031	479183	14.052288	10.525589	11.004216
ostta04g02740	-	4	+	479435	480701	447.340302	335.071411	350.308014
ostta04g02750	-	4	-	481033	481392	154.480560	115.710609	120.972290
ostta04g02760	-	4	+	481494	482390	38.814938	29.073561	30.395615
ostta04g02770	-	4	+	482629	484815	77.120560	57.765633	60.392391
ostta04g02780	-	4	-	484879	486348	55.747044	41.756222	43.654991
ostta04g02790	-	4	-	486842	491128	85.537903	64.070480	66.983940
ostta04g02800	-	4	+	491427	491654	61.131580	45.789402	47.871571
ostta04g02810	-	4	-	491667	493085	65.441864	49.017937	51.246914
ostta04g02820	-	4	-	493183	494967	26.592159	19.918331	20.824074
ostta04g02830	-	4	+	495280	500643	39.981544	29.947384	31.309175
ostta04g02840	-	4	+	500976	502328	48.716187	36.489895	38.149193
ostta04g02850	-	4	-	502641	504359	175.516861	131.467438	137.445618
ostta04g02860	-	4	-	504719	510454	22.725069	17.021763	17.795792
ostta04g02870	-	4	+	510592	511674	44.279778	33.166893	34.675079
ostta04g02880	-	4	+	511741	513234	15.309906	11.467583	11.989045
ostta04g02890	-	4	-	513270	514145	23.618721	17.691137	18.495602
ostta04g02900	-	4	+	514218	516542	26.164732	19.598175	20.489359
ostta04g02910	-	4	-	516675	517550	1233.889893	924.220825	966.247742
ostta04g02920	-	4	+	518154	520946	26.377373	19.757450	20.655874
ostta04g02930	-	4	-	520974	523073	46.384998	34.743763	36.323662
ostta04g02940	-	4	-	523401	524128	12.007681	8.994116	9.403103
ostta04g02950	-	4	-	524171	524626	39.788376	29.802696	31.157907
ostta04g02960	-	4	-	524798	525488	38.401066	28.763557	30.071516
ostta04g02970	-	4	+	525798	526977	2965.545410	2221.283203	2322.291016
ostta04g02980	-	4	-	526978	528072	30.265753	22.669964	23.700829
ostta04g02990	-	4	+	528174	528596	65.326241	48.931328	51.156372
ostta04g03000	-	4	+	528720	530135	61.467514	46.041023	48.134640
ostta04g03010	-	4	+	530210	532669	4.797967	3.593822	3.757243
ostta04g03020	-	4	+	532799	533071	532.117188	398.571869	416.696014
ostta04g03030	-	4	+	533656	534846	81.285477	60.885281	63.653904
ostta04g03040	-	4	-	534900	535544	149.747269	112.165230	117.265686
ostta04g03050	-	4	+	535730	537574	76.773430	57.505623	60.120560
ostta04g03060	-	4	-	537959	538377	38.734234	29.013111	30.332417
ostta04g03070	-	4	+	538643	540217	49.400002	37.002094	38.684681
ostta04g03080	-	4	-	540311	541274	580.887878	435.102600	454.887878
ostta04g03090	-	4	-	541503	542015	103.771927	77.728310	81.262833
ostta04g03100	-	4	+	542229	547505	41.423443	31.027411	32.438313
ostta04g03110	-	4	+	547829	552199	24.571722	18.404963	19.241886
ostta04g03120	-	4	-	552252	553088	38.906811	29.142376	30.467562
ostta04g03130	-	4	+	553126	553480	41.352489	30.974266	32.382748
ostta04g03140	-	4	+	553484	554029	96.146523	72.016647	75.291443
ostta04g03150	-	4	-	554047	555219	59.390453	44.485245	46.508110
ostta04g03160	-	4	+	555281	556795	73.079971	54.739109	57.228241
ostta04g03170	-	4	-	556829	558133	50.202297	37.603039	39.312950
ostta04g03180	-	4	-	558366	559232	102.634369	76.876244	80.372017
ostta04g03190	-	4	+	559612	562449	98.455956	73.746483	77.099937
ostta04g03200	-	4	-	562515	564356	36.391964	27.258682	28.498209
ostta04g03210	-	4	+	564399	565398	78.417160	58.736820	61.407749
ostta04g03220	-	4	+	565524	566618	77.163467	57.797771	60.425991
ostta04g03230	-	4	-	566671	567909	89.234062	66.839012	69.878365
ostta04g03240	-	4	-	568002	568550	6.761384	5.064481	5.294777
ostta04g03250	-	4	+	568938	570260	91.885109	68.824722	71.954376
ostta04g03255	-	4	-	570358	570708	114.139603	85.494011	89.381660
ostta04g03260	-	4	-	570831	571605	157.031937	117.621666	122.970245
ostta04g03270	-	4	+	571779	573182	142.562683	106.783760	111.639511
ostta04g03280	-	4	+	573484	574233	45.952000	34.419437	35.984585
ostta04g03290	-	4	+	574414	575274	66.883858	50.098030	52.376125
ostta04g03300	-	4	-	575310	575825	84.912788	63.602249	66.494415
ostta04g03310	-	4	+	575910	577508	93.210129	69.817207	72.991982
ostta04g03320	-	4	-	577615	578307	46.163059	34.577526	36.149864
ostta04g03330	-	4	+	578731	579348	139.907761	104.795143	109.560463
ostta04g03340	-	4	+	579914	582524	24.117487	18.064728	18.886179
ostta04g03350	-	4	-	582546	582872	46.345566	34.714230	36.292778
ostta04g03360	-	4	+	582995	583393	50.776943	38.033466	39.762951
ostta04g03370	-	4	+	583536	584291	40.784393	30.548742	31.937878
ostta04g03380	-	4	-	584324	585871	2.015504	1.509673	1.578322
ostta04g03390	-	4	+	586397	588805	84.156769	63.035961	65.902382
ostta04g03400	-	4	+	588954	589811	236.153839	176.886353	184.929871
ostta04g03410	-	4	-	589954	590202	199.413651	149.366852	156.158966
ostta04g03420	-	4	+	590407	591027	219.075684	164.094315	171.556122
ostta04g03430	-	4	+	591650	592594	8.586244	6.431356	6.723808
ostta04g03440	-	4	+	592842	601742	12.754410	9.553438	9.987860
ostta04g03450	-	4	+	601889	602566	132.110626	98.954849	103.454597
